onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,divs_pq
392.0,1.0,392.0,1.0,12544,32,77,1,n2104,32
392.0,1.0,392.0,1.0,12544,32,81,1,n2105,32
393.0,0.25,393.0,0.25,12576,8,79,1,n2108,32
393.25,0.25,393.25,0.25,12584,8,77,1,n2109,32
393.5,0.25,393.5,0.25,12592,8,76,1,n2110,32
393.75,0.25,393.75,0.25,12600,8,74,1,n2111,32
394.0,0.25,394.0,0.25,12608,8,72,1,n2112,32
394.25,0.25,394.25,0.25,12616,8,71,1,n2115,32
394.5,0.5,394.5,0.5,12624,16,52,1,n2116,32
394.5,0.25,394.5,0.25,12624,8,72,1,n2117,32
394.75,0.25,394.75,0.25,12632,8,76,1,n2118,32
395.0,0.5,395.0,0.5,12640,16,53,1,n2119,32
395.0,0.25,395.0,0.25,12640,8,74,1,n2120,32
395.25,0.25,395.25,0.25,12648,8,77,1,n2121,32
395.5,0.5,395.5,0.5,12656,16,55,1,n2123,32
395.5,0.25,395.5,0.25,12656,8,71,1,n2122,32
395.75,0.25,395.75,0.25,12664,8,74,1,n2124,32
396.0,0.25,396.0,0.25,12672,8,60,1,n2125,32
396.0,0.5,396.0,0.5,12672,16,72,1,n2126,32
396.25,0.25,396.25,0.25,12680,8,67,1,n2127,32
396.25,0.25,396.25,0.25,12680,8,74,1,n2128,32
396.5,0.25,396.5,0.25,12688,8,64,1,n2129,32
396.5,0.25,396.5,0.25,12688,8,72,1,n2130,32
396.75,0.25,396.75,0.25,12696,8,67,1,n2131,32
396.75,0.25,396.75,0.25,12696,8,71,1,n2132,32
397.0,0.25,397.0,0.25,12704,8,60,1,n2134,32
397.0,0.5,397.0,0.5,12704,16,72,1,n2133,32
397.25,0.25,397.25,0.25,12712,8,67,1,n2135,32
397.5,0.25,397.5,0.25,12720,8,64,1,n2137,32
397.5,0.5,397.5,0.5,12720,16,79,1,n2136,32
397.75,0.25,397.75,0.25,12728,8,67,1,n2138,32
398.0,0.25,398.0,0.25,12736,8,58,1,n2140,32
398.0,1.0,398.0,1.0,12736,32,77,1,n2139,32
398.25,0.25,398.25,0.25,12744,8,67,1,n2141,32
398.5,0.25,398.5,0.25,12752,8,60,1,n2142,32
398.75,0.25,398.75,0.25,12760,8,67,1,n2143,32
399.0,0.25,399.0,0.25,12768,8,58,1,n2145,32
399.0,0.5,399.0,0.5,12768,16,76,1,n2144,32
399.25,0.25,399.25,0.25,12776,8,67,1,n2146,32
399.5,0.25,399.5,0.25,12784,8,60,1,n2147,32
399.75,0.25,399.75,0.25,12792,8,67,1,n2148,32
400.0,0.25,400.0,0.25,12800,8,58,1,n2149,32
400.25,0.25,400.25,0.25,12808,8,67,1,n2150,32
400.5,0.25,400.5,0.25,12816,8,60,1,n2152,32
400.5,0.5,400.5,0.5,12816,16,76,1,n2151,32
400.75,0.25,400.75,0.25,12824,8,67,1,n2153,32
401.0,0.25,401.0,0.25,12832,8,58,1,n2154,32
401.0,0.5,401.0,0.5,12832,16,84,1,n2155,32
401.25,0.25,401.25,0.25,12840,8,67,1,n2156,32
401.5,0.25,401.5,0.25,12848,8,60,1,n2158,32
401.5,0.5,401.5,0.5,12848,16,76,1,n2157,32
401.75,0.25,401.75,0.25,12856,8,67,1,n2159,32
402.0,0.25,402.0,0.25,12864,8,57,1,n2161,32
402.0,1.0,402.0,1.0,12864,32,79,1,n2160,32
402.25,0.25,402.25,0.25,12872,8,67,1,n2162,32
402.5,0.25,402.5,0.25,12880,8,60,1,n2163,32
402.75,0.25,402.75,0.25,12888,8,64,1,n2164,32
403.0,0.25,403.0,0.25,12896,8,57,1,n2166,32
403.0,0.5,403.0,0.5,12896,16,77,1,n2165,32
403.25,0.25,403.25,0.25,12904,8,65,1,n2167,32
403.5,0.25,403.5,0.25,12912,8,60,1,n2168,32
403.75,0.25,403.75,0.25,12920,8,65,1,n2169,32
404.0,0.25,404.0,0.25,12928,8,57,1,n2170,32
404.25,0.25,404.25,0.25,12936,8,65,1,n2171,32
404.5,0.25,404.5,0.25,12944,8,60,1,n2173,32
404.5,0.5,404.5,0.5,12944,16,77,1,n2172,32
404.75,0.25,404.75,0.25,12952,8,65,1,n2174,32
405.0,0.25,405.0,0.25,12960,8,57,1,n2176,32
405.0,0.5,405.0,0.5,12960,16,79,1,n2175,32
405.25,0.25,405.25,0.25,12968,8,65,1,n2177,32
405.5,0.25,405.5,0.25,12976,8,60,1,n2179,32
405.5,0.5,405.5,0.5,12976,16,81,1,n2178,32
405.75,0.25,405.75,0.25,12984,8,65,1,n2180,32
406.0,0.25,406.0,0.25,12992,8,55,1,n2182,32
406.0,1.0,406.0,1.0,12992,32,82,1,n2181,32
406.25,0.25,406.25,0.25,13000,8,64,1,n2183,32
406.5,0.25,406.5,0.25,13008,8,58,1,n2184,32
406.75,0.25,406.75,0.25,13016,8,64,1,n2185,32
407.0,0.25,407.0,0.25,13024,8,55,1,n2186,32
407.0,0.5,407.0,0.5,13024,16,73,1,n2187,32
407.25,0.25,407.25,0.25,13032,8,64,1,n2188,32
407.5,0.25,407.5,0.25,13040,8,58,1,n2189,32
407.75,0.25,407.75,0.25,13048,8,64,1,n2190,32
408.0,0.25,408.0,0.25,13056,8,55,1,n2191,32
408.25,0.25,408.25,0.25,13064,8,64,1,n2192,32
408.5,0.25,408.5,0.25,13072,8,61,1,n2194,32
408.5,0.5,408.5,0.5,13072,16,76,1,n2193,32
408.75,0.25,408.75,0.25,13080,8,64,1,n2195,32
409.0,0.25,409.0,0.25,13088,8,55,1,n2197,32
409.0,0.5,409.0,0.5,13088,16,77,1,n2196,32
409.25,0.25,409.25,0.25,13096,8,64,1,n2198,32
409.5,0.25,409.5,0.25,13104,8,61,1,n2200,32
409.5,0.5,409.5,0.5,13104,16,79,1,n2199,32
409.75,0.25,409.75,0.25,13112,8,64,1,n2201,32
410.0,0.25,410.0,0.25,13120,8,53,1,n2203,32
410.0,1.0,410.0,1.0,13120,32,80,1,n2202,32
410.25,0.25,410.25,0.25,13128,8,62,1,n2204,32
410.5,0.25,410.5,0.25,13136,8,56,1,n2205,32
410.75,0.25,410.75,0.25,13144,8,62,1,n2206,32
411.0,0.25,411.0,0.25,13152,8,53,1,n2208,32
411.0,0.5,411.0,0.5,13152,16,71,1,n2207,32
411.25,0.25,411.25,0.25,13160,8,62,1,n2209,32
411.5,0.25,411.5,0.25,13168,8,56,1,n2210,32
411.75,0.25,411.75,0.25,13176,8,62,1,n2211,32
412.0,0.25,412.0,0.25,13184,8,52,1,n2212,32
412.25,0.25,412.25,0.25,13192,8,60,1,n2213,32
412.5,0.25,412.5,0.25,13200,8,55,1,n2214,32
412.5,0.5,412.5,0.5,13200,16,72,1,n2215,32
412.75,0.25,412.75,0.25,13208,8,60,1,n2216,32
413.0,0.25,413.0,0.25,13216,8,51,1,n2218,32
413.0,1.5,413.0,1.5,13216,48,79,1,n2217,32
413.25,0.25,413.25,0.25,13224,8,60,1,n2219,32
413.5,0.25,413.5,0.25,13232,8,55,1,n2220,32
413.75,0.25,413.75,0.25,13240,8,60,1,n2221,32
414.0,0.25,414.0,0.25,13248,8,50,1,n2222,32
414.25,0.25,414.25,0.25,13256,8,60,1,n2223,32
414.5,0.25,414.5,0.25,13264,8,57,1,n2225,32
414.5,0.5,414.5,0.5,13264,16,78,1,n2224,32
414.75,0.25,414.75,0.25,13272,8,60,1,n2226,32
415.0,0.25,415.0,0.25,13280,8,47,1,n2228,32
415.0,1.5,415.0,1.5,13280,48,77,1,n2227,32
415.25,0.25,415.25,0.25,13288,8,55,1,n2229,32
415.5,0.25,415.5,0.25,13296,8,50,1,n2230,32
415.75,0.25,415.75,0.25,13304,8,55,1,n2231,32
416.0,0.25,416.0,0.25,13312,8,48,1,n2232,32
416.25,0.25,416.25,0.25,13320,8,60,1,n2233,32
416.5,0.25,416.5,0.25,13328,8,55,1,n2234,32
416.5,0.5,416.5,0.5,13328,16,76,1,n2235,32
416.75,0.25,416.75,0.25,13336,8,60,1,n2236,32
417.0,0.25,417.0,0.25,13344,8,54,1,n2238,32
417.0,1.5,417.0,1.5,13344,48,75,1,n2237,32
417.25,0.25,417.25,0.25,13352,8,60,1,n2240,32
417.5,0.25,417.5,0.25,13360,8,57,1,n2243,32
417.75,0.25,417.75,0.25,13368,8,60,1,n2245,32
417.75,0.125,417.75,0.125,13368,4,74,1,n2246,32
417.875,0.125,417.875,0.125,13372,4,75,1,n2247,32
418.0,0.25,418.0,0.25,13376,8,55,1,n2248,32
418.0,1.0,418.0,1.0,13376,32,74,1,n2249,32
418.25,0.25,418.25,0.25,13384,8,55,1,n2250,32
418.5,0.25,418.5,0.25,13392,8,54,1,n2251,32
418.75,0.25,418.75,0.25,13400,8,55,1,n2252,32
419.0,0.25,419.0,0.25,13408,8,42,1,n2253,32
419.0,1.5,419.0,1.5,13408,48,74,1,n2256,32
419.0,1.5,419.0,1.5,13408,48,77,1,n2254,32
419.0,1.5,419.0,1.5,13408,48,83,1,n2255,32
419.25,0.25,419.25,0.25,13416,8,43,1,n2257,32
419.5,0.25,419.5,0.25,13424,8,42,1,n2258,32
419.75,0.25,419.75,0.25,13432,8,43,1,n2259,32
420.0,1.0,420.0,1.0,13440,32,31,1,n2260,32
420.5,0.5,420.5,0.5,13456,16,76,1,n2261,32
420.5,0.5,420.5,0.5,13456,16,84,1,n2262,32
421.0,0.5,421.0,0.5,13472,16,72,1,n2264,32
421.0,0.5,421.0,0.5,13472,16,76,1,n2263,32
421.5,0.5,421.5,0.5,13488,16,69,1,n2266,32
421.5,0.5,421.5,0.5,13488,16,78,1,n2265,32
422.0,0.25,422.0,0.25,13504,8,54,1,n2270,32
422.0,1.0,422.0,1.0,13504,32,71,1,n2271,32
422.0,1.0,422.0,1.0,13504,32,79,1,n2269,32
422.25,0.25,422.25,0.25,13512,8,55,1,n2272,32
422.5,0.25,422.5,0.25,13520,8,54,1,n2273,32
422.75,0.25,422.75,0.25,13528,8,55,1,n2274,32
423.0,0.25,423.0,0.25,13536,8,42,1,n2275,32
423.0,1.5,423.0,1.5,13536,48,62,1,n2278,32
423.0,1.5,423.0,1.5,13536,48,65,1,n2276,32
423.0,1.5,423.0,1.5,13536,48,71,1,n2277,32
423.25,0.25,423.25,0.25,13544,8,43,1,n2279,32
423.5,0.25,423.5,0.25,13552,8,42,1,n2280,32
423.75,0.25,423.75,0.25,13560,8,43,1,n2281,32
424.0,0.5,424.0,0.5,13568,16,31,1,n2282,32
424.5,0.5,424.5,0.5,13584,16,64,1,n2283,32
424.5,0.5,424.5,0.5,13584,16,72,1,n2284,32
425.0,0.5,425.0,0.5,13600,16,60,1,n2286,32
425.0,0.5,425.0,0.5,13600,16,64,1,n2285,32
425.5,0.5,425.5,0.5,13616,16,57,1,n2287,32
425.5,0.5,425.5,0.5,13616,16,66,1,n2288,32
426.0,1.0,426.0,1.0,13632,32,59,1,n2291,32
426.0,1.0,426.0,1.0,13632,32,67,1,n2292,32
428.0,0.0,428.0,0.0,13696,0,66,1,n2293,32
428.0,1.0,428.0,1.0,13696,32,67,1,n2294,32
429.0,0.0,429.0,0.0,13728,0,66,1,n2295,32
429.0,1.0,429.0,1.0,13728,32,67,1,n2296,32
430.0,0.0,430.0,0.0,13760,0,64,1,n2297,32
430.0,0.0,430.0,0.0,13760,0,67,1,n2298,32
430.0,0.0,430.0,0.0,13760,0,73,1,n2299,32
430.0,2.25,430.0,2.25,13760,72,76,1,n2300,32
430.25,0.25,430.25,0.25,13768,8,33,1,n2301,32
430.5,0.25,430.5,0.25,13776,8,37,1,n2302,32
430.75,0.25,430.75,0.25,13784,8,40,1,n2303,32
431.0,0.25,431.0,0.25,13792,8,45,1,n2304,32
431.25,0.25,431.25,0.25,13800,8,49,1,n2305,32
431.5,0.25,431.5,0.25,13808,8,52,1,n2306,32
431.75,0.25,431.75,0.25,13816,8,57,1,n2307,32
432.0,1.0,432.0,1.0,13824,32,45,1,n2308,32
432.25,0.25,432.25,0.25,13832,8,67,1,n2309,32
432.5,0.25,432.5,0.25,13840,8,69,1,n2310,32
432.75,0.25,432.75,0.25,13848,8,73,1,n2311,32
433.0,0.25,433.0,0.25,13856,8,76,1,n2312,32
433.25,0.25,433.25,0.25,13864,8,79,1,n2313,32
433.5,0.25,433.5,0.25,13872,8,81,1,n2314,32
433.75,0.25,433.75,0.25,13880,8,85,1,n2315,32
434.0,1.0,434.0,1.0,13888,32,45,1,n2317,32
434.0,1.0,434.0,1.0,13888,32,57,1,n2318,32
434.0,0.25,434.0,0.25,13888,8,88,1,n2316,32
434.25,0.25,434.25,0.25,13896,8,86,1,n2319,32
434.5,0.25,434.5,0.25,13904,8,85,1,n2320,32
434.75,0.25,434.75,0.25,13912,8,82,1,n2321,32
435.0,0.25,435.0,0.25,13920,8,81,1,n2322,32
435.25,0.25,435.25,0.25,13928,8,79,1,n2323,32
435.5,0.5,435.5,0.5,13936,16,57,1,n2325,32
435.5,0.5,435.5,0.5,13936,16,61,1,n2324,32
435.5,0.25,435.5,0.25,13936,8,77,1,n2326,32
435.75,0.25,435.75,0.25,13944,8,76,1,n2327,32
436.0,1.0,436.0,1.0,13952,32,50,1,n2330,32
436.0,1.0,436.0,1.0,13952,32,62,1,n2329,32
436.0,0.25,436.0,0.25,13952,8,79,1,n2328,32
436.25,0.25,436.25,0.25,13960,8,77,1,n2331,32
436.5,0.25,436.5,0.25,13968,8,76,1,n2333,32
436.75,0.25,436.75,0.25,13976,8,77,1,n2334,32
437.0,0.25,437.0,0.25,13984,8,76,1,n2335,32
437.25,0.25,437.25,0.25,13992,8,77,1,n2336,32
437.5,0.25,437.5,0.25,14000,8,79,1,n2337,32
437.75,0.25,437.75,0.25,14008,8,77,1,n2338,32
438.0,0.0,438.0,0.0,14016,0,64,1,n2339,32
438.0,1.0,438.0,1.0,14016,32,65,1,n2340,32
439.0,0.0,439.0,0.0,14048,0,64,1,n2341,32
439.0,1.0,439.0,1.0,14048,32,65,1,n2342,32
440.0,0.0,440.0,0.0,14080,0,62,1,n2343,32
440.0,0.0,440.0,0.0,14080,0,65,1,n2344,32
440.0,0.0,440.0,0.0,14080,0,71,1,n2345,32
440.0,2.25,440.0,2.25,14080,72,74,1,n2346,32
440.25,0.25,440.25,0.25,14088,8,43,1,n2347,32
440.5,0.25,440.5,0.25,14096,8,47,1,n2348,32
440.75,0.25,440.75,0.25,14104,8,50,1,n2349,32
441.0,0.25,441.0,0.25,14112,8,55,1,n2350,32
441.25,0.25,441.25,0.25,14120,8,59,1,n2351,32
441.5,0.25,441.5,0.25,14128,8,62,1,n2352,32
441.75,0.25,441.75,0.25,14136,8,67,1,n2353,32
442.0,0.25,442.0,0.25,14144,8,55,1,n2354,32
442.25,0.25,442.25,0.25,14152,8,65,1,n2355,32
442.5,0.25,442.5,0.25,14160,8,67,1,n2356,32
442.75,0.25,442.75,0.25,14168,8,71,1,n2357,32
443.0,0.25,443.0,0.25,14176,8,74,1,n2358,32
443.25,0.25,443.25,0.25,14184,8,77,1,n2359,32
443.5,0.25,443.5,0.25,14192,8,79,1,n2360,32
443.75,0.25,443.75,0.25,14200,8,83,1,n2361,32
444.0,1.0,444.0,1.0,14208,32,43,1,n2363,32
444.0,1.0,444.0,1.0,14208,32,55,1,n2364,32
444.0,0.25,444.0,0.25,14208,8,86,1,n2362,32
444.25,0.25,444.25,0.25,14216,8,84,1,n2365,32
444.5,0.25,444.5,0.25,14224,8,83,1,n2366,32
444.75,0.25,444.75,0.25,14232,8,81,1,n2367,32
445.0,0.25,445.0,0.25,14240,8,79,1,n2368,32
445.25,0.25,445.25,0.25,14248,8,77,1,n2369,32
445.5,0.5,445.5,0.5,14256,16,55,1,n2371,32
445.5,0.5,445.5,0.5,14256,16,59,1,n2372,32
445.5,0.25,445.5,0.25,14256,8,76,1,n2370,32
445.75,0.25,445.75,0.25,14264,8,74,1,n2373,32
446.0,0.25,446.0,0.25,14272,8,60,1,n2375,32
446.0,1.0,446.0,1.0,14272,32,76,1,n2374,32
446.25,0.25,446.25,0.25,14280,8,67,1,n2377,32
446.5,0.25,446.5,0.25,14288,8,64,1,n2378,32
446.75,0.25,446.75,0.25,14296,8,67,1,n2379,32
447.0,0.25,447.0,0.25,14304,8,60,1,n2381,32
447.0,0.5,447.0,0.5,14304,16,79,1,n2380,32
447.25,0.25,447.25,0.25,14312,8,67,1,n2382,32
447.5,0.25,447.5,0.25,14320,8,64,1,n2384,32
447.5,0.5,447.5,0.5,14320,16,79,1,n2383,32
447.75,0.25,447.75,0.25,14328,8,67,1,n2385,32
448.0,0.25,448.0,0.25,14336,8,60,1,n2386,32
448.0,0.75,448.0,0.75,14336,24,81,1,n2387,32
448.25,0.25,448.25,0.25,14344,8,69,1,n2388,32
448.5,0.25,448.5,0.25,14352,8,65,1,n2389,32
448.75,0.25,448.75,0.25,14360,8,69,1,n2391,32
448.75,0.25,448.75,0.25,14360,8,83,1,n2390,32
449.0,0.25,449.0,0.25,14368,8,60,1,n2393,32
449.0,0.25,449.0,0.25,14368,8,86,1,n2392,32
449.25,0.25,449.25,0.25,14376,8,69,1,n2395,32
449.25,0.25,449.25,0.25,14376,8,84,1,n2394,32
449.5,0.25,449.5,0.25,14384,8,65,1,n2397,32
449.5,0.25,449.5,0.25,14384,8,83,1,n2396,32
449.75,0.25,449.75,0.25,14392,8,69,1,n2398,32
449.75,0.25,449.75,0.25,14392,8,81,1,n2399,32
450.0,0.25,450.0,0.25,14400,8,60,1,n2401,32
450.0,0.5,450.0,0.5,14400,16,79,1,n2400,32
450.25,0.25,450.25,0.25,14408,8,67,1,n2402,32
450.5,0.25,450.5,0.25,14416,8,64,1,n2403,32
450.75,0.25,450.75,0.25,14424,8,67,1,n2404,32
451.0,0.25,451.0,0.25,14432,8,60,1,n2406,32
451.0,0.25,451.0,0.25,14432,8,79,1,n2405,32
451.25,0.25,451.25,0.25,14440,8,67,1,n2407,32
451.25,0.25,451.25,0.25,14440,8,76,1,n2408,32
451.5,0.25,451.5,0.25,14448,8,64,1,n2410,32
451.5,0.25,451.5,0.25,14448,8,79,1,n2409,32
451.75,0.25,451.75,0.25,14456,8,67,1,n2412,32
451.75,0.25,451.75,0.25,14456,8,76,1,n2411,32
452.0,0.25,452.0,0.25,14464,8,60,1,n2414,32
452.0,0.75,452.0,0.75,14464,24,81,1,n2413,32
452.25,0.25,452.25,0.25,14472,8,69,1,n2415,32
452.5,0.25,452.5,0.25,14480,8,65,1,n2416,32
452.75,0.25,452.75,0.25,14488,8,69,1,n2417,32
452.75,0.25,452.75,0.25,14488,8,83,1,n2418,32
453.0,0.25,453.0,0.25,14496,8,60,1,n2419,32
453.0,0.25,453.0,0.25,14496,8,86,1,n2420,32
453.25,0.25,453.25,0.25,14504,8,69,1,n2421,32
453.25,0.25,453.25,0.25,14504,8,84,1,n2422,32
453.5,0.25,453.5,0.25,14512,8,65,1,n2423,32
453.5,0.25,453.5,0.25,14512,8,83,1,n2424,32
453.75,0.25,453.75,0.25,14520,8,69,1,n2425,32
453.75,0.25,453.75,0.25,14520,8,81,1,n2426,32
454.0,1.0,454.0,1.0,14528,32,60,1,n2429,32
454.0,1.0,454.0,1.0,14528,32,64,1,n2427,32
454.0,0.5,454.0,0.5,14528,16,79,1,n2428,32
454.5,0.25,454.5,0.25,14544,8,88,1,n2430,32
454.75,0.25,454.75,0.25,14552,8,86,1,n2431,32
455.0,0.25,455.0,0.25,14560,8,84,1,n2432,32
455.25,0.25,455.25,0.25,14568,8,83,1,n2433,32
455.5,0.5,455.5,0.5,14576,16,73,1,n2434,32
455.5,0.25,455.5,0.25,14576,8,81,1,n2435,32
455.75,0.25,455.75,0.25,14584,8,79,1,n2436,32
456.0,1.0,456.0,1.0,14592,32,74,1,n2438,32
456.0,0.5,456.0,0.5,14592,16,77,1,n2437,32
456.5,0.25,456.5,0.25,14608,8,86,1,n2441,32
456.75,0.25,456.75,0.25,14616,8,84,1,n2442,32
457.0,0.25,457.0,0.25,14624,8,83,1,n2443,32
457.25,0.25,457.25,0.25,14632,8,81,1,n2444,32
457.5,0.5,457.5,0.5,14640,16,71,1,n2445,32
457.5,0.25,457.5,0.25,14640,8,79,1,n2446,32
457.75,0.25,457.75,0.25,14648,8,77,1,n2447,32
458.0,1.0,458.0,1.0,14656,32,72,1,n2449,32
458.0,0.5,458.0,0.5,14656,16,76,1,n2448,32
458.5,0.25,458.5,0.25,14672,8,84,1,n2452,32
458.75,0.25,458.75,0.25,14680,8,83,1,n2453,32
459.0,0.25,459.0,0.25,14688,8,81,1,n2454,32
459.25,0.25,459.25,0.25,14696,8,79,1,n2455,32
459.5,0.5,459.5,0.5,14704,16,69,1,n2457,32
459.5,0.25,459.5,0.25,14704,8,77,1,n2456,32
459.75,0.25,459.75,0.25,14712,8,76,1,n2458,32
460.0,1.0,460.0,1.0,14720,32,65,1,n2460,32
460.0,0.5,460.0,0.5,14720,16,74,1,n2459,32
460.5,0.25,460.5,0.25,14736,8,81,1,n2463,32
460.75,0.25,460.75,0.25,14744,8,79,1,n2464,32
461.0,0.25,461.0,0.25,14752,8,77,1,n2465,32
461.25,0.25,461.25,0.25,14760,8,76,1,n2466,32
461.5,0.5,461.5,0.5,14768,16,66,1,n2468,32
461.5,0.25,461.5,0.25,14768,8,74,1,n2467,32
461.75,0.25,461.75,0.25,14776,8,72,1,n2469,32
462.0,0.25,462.0,0.25,14784,8,55,1,n2471,32
462.0,1.0,462.0,1.0,14784,32,71,1,n2470,32
462.25,0.25,462.25,0.25,14792,8,67,1,n2472,32
462.5,0.25,462.5,0.25,14800,8,66,1,n2473,32
462.75,0.25,462.75,0.25,14808,8,67,1,n2474,32
463.0,0.25,463.0,0.25,14816,8,52,1,n2475,32
463.0,0.5,463.0,0.5,14816,16,67,1,n2476,32
463.25,0.25,463.25,0.25,14824,8,60,1,n2477,32
463.5,0.25,463.5,0.25,14832,8,59,1,n2478,32
463.5,0.5,463.5,0.5,14832,16,67,1,n2479,32
463.75,0.25,463.75,0.25,14840,8,60,1,n2480,32
464.0,0.25,464.0,0.25,14848,8,53,1,n2482,32
464.0,0.75,464.0,0.75,14848,24,69,1,n2481,32
464.25,0.25,464.25,0.25,14856,8,60,1,n2483,32
464.5,0.25,464.5,0.25,14864,8,59,1,n2484,32
464.75,0.25,464.75,0.25,14872,8,60,1,n2485,32
464.75,0.25,464.75,0.25,14872,8,71,1,n2486,32
465.0,0.25,465.0,0.25,14880,8,53,1,n2487,32
465.0,0.25,465.0,0.25,14880,8,74,1,n2488,32
465.25,0.25,465.25,0.25,14888,8,60,1,n2489,32
465.25,0.25,465.25,0.25,14888,8,72,1,n2490,32
465.5,0.25,465.5,0.25,14896,8,59,1,n2492,32
465.5,0.25,465.5,0.25,14896,8,71,1,n2491,32
465.75,0.25,465.75,0.25,14904,8,60,1,n2494,32
465.75,0.25,465.75,0.25,14904,8,69,1,n2493,32
466.0,0.25,466.0,0.25,14912,8,52,1,n2496,32
466.0,0.5,466.0,0.5,14912,16,67,1,n2495,32
466.25,0.25,466.25,0.25,14920,8,60,1,n2497,32
466.5,0.25,466.5,0.25,14928,8,59,1,n2498,32
466.75,0.25,466.75,0.25,14936,8,60,1,n2499,32
467.0,0.25,467.0,0.25,14944,8,48,1,n2501,32
467.0,0.25,467.0,0.25,14944,8,67,1,n2500,32
467.25,0.25,467.25,0.25,14952,8,60,1,n2502,32
467.25,0.25,467.25,0.25,14952,8,64,1,n2503,32
467.5,0.25,467.5,0.25,14960,8,59,1,n2505,32
467.5,0.25,467.5,0.25,14960,8,67,1,n2504,32
467.75,0.25,467.75,0.25,14968,8,60,1,n2507,32
467.75,0.25,467.75,0.25,14968,8,64,1,n2506,32
468.0,0.25,468.0,0.25,14976,8,53,1,n2509,32
468.0,0.75,468.0,0.75,14976,24,69,1,n2508,32
468.25,0.25,468.25,0.25,14984,8,60,1,n2510,32
468.5,0.25,468.5,0.25,14992,8,59,1,n2511,32
468.75,0.25,468.75,0.25,15000,8,60,1,n2512,32
468.75,0.25,468.75,0.25,15000,8,71,1,n2513,32
469.0,0.25,469.0,0.25,15008,8,53,1,n2514,32
469.0,0.25,469.0,0.25,15008,8,74,1,n2515,32
469.25,0.25,469.25,0.25,15016,8,60,1,n2516,32
469.25,0.25,469.25,0.25,15016,8,72,1,n2517,32
469.5,0.25,469.5,0.25,15024,8,59,1,n2518,32
469.5,0.25,469.5,0.25,15024,8,71,1,n2519,32
469.75,0.25,469.75,0.25,15032,8,60,1,n2520,32
469.75,0.25,469.75,0.25,15032,8,69,1,n2521,32
470.0,1.0,470.0,1.0,15040,32,52,1,n2522,32
470.0,0.25,470.0,0.25,15040,8,67,1,n2523,32
470.25,0.25,470.25,0.25,15048,8,72,1,n2524,32
470.5,0.25,470.5,0.25,15056,8,76,1,n2525,32
470.75,0.25,470.75,0.25,15064,8,74,1,n2526,32
471.0,0.25,471.0,0.25,15072,8,72,1,n2527,32
471.25,0.25,471.25,0.25,15080,8,71,1,n2528,32
471.5,0.5,471.5,0.5,15088,16,61,1,n2530,32
471.5,0.25,471.5,0.25,15088,8,69,1,n2529,32
471.75,0.25,471.75,0.25,15096,8,67,1,n2531,32
472.0,1.0,472.0,1.0,15104,32,62,1,n2533,32
472.0,0.25,472.0,0.25,15104,8,67,1,n2532,32
472.25,0.25,472.25,0.25,15112,8,66,1,n2534,32
472.5,0.25,472.5,0.25,15120,8,74,1,n2535,32
472.75,0.25,472.75,0.25,15128,8,72,1,n2536,32
473.0,0.25,473.0,0.25,15136,8,71,1,n2537,32
473.25,0.25,473.25,0.25,15144,8,69,1,n2538,32
473.5,0.5,473.5,0.5,15152,16,59,1,n2540,32
473.5,0.25,473.5,0.25,15152,8,67,1,n2539,32
473.75,0.25,473.75,0.25,15160,8,65,1,n2541,32
474.0,1.0,474.0,1.0,15168,32,60,1,n2543,32
474.0,0.25,474.0,0.25,15168,8,65,1,n2542,32
474.25,0.25,474.25,0.25,15176,8,64,1,n2544,32
474.5,0.25,474.5,0.25,15184,8,72,1,n2545,32
474.75,0.25,474.75,0.25,15192,8,71,1,n2546,32
475.0,0.25,475.0,0.25,15200,8,69,1,n2547,32
475.25,0.25,475.25,0.25,15208,8,67,1,n2548,32
475.5,0.5,475.5,0.5,15216,16,57,1,n2550,32
475.5,0.25,475.5,0.25,15216,8,65,1,n2549,32
475.75,0.25,475.75,0.25,15224,8,64,1,n2551,32
476.0,0.25,476.0,0.25,15232,8,41,1,n2552,32
476.0,0.5,476.0,0.5,15232,16,62,1,n2553,32
476.25,0.25,476.25,0.25,15240,8,45,1,n2554,32
476.5,0.25,476.5,0.25,15248,8,50,1,n2555,32
476.75,0.25,476.75,0.25,15256,8,53,1,n2556,32
477.0,0.25,477.0,0.25,15264,8,62,1,n2557,32
477.25,0.25,477.25,0.25,15272,8,65,1,n2558,32
477.5,0.25,477.5,0.25,15280,8,69,1,n2559,32
477.75,0.25,477.75,0.25,15288,8,74,1,n2560,32
478.0,0.25,478.0,0.25,15296,8,43,1,n2561,32
478.25,0.25,478.25,0.25,15304,8,47,1,n2563,32
478.5,0.25,478.5,0.25,15312,8,52,1,n2564,32
478.75,0.25,478.75,0.25,15320,8,55,1,n2565,32
479.0,0.25,479.0,0.25,15328,8,64,1,n2566,32
479.25,0.25,479.25,0.25,15336,8,67,1,n2567,32
479.5,0.25,479.5,0.25,15344,8,71,1,n2568,32
479.75,0.25,479.75,0.25,15352,8,76,1,n2569,32
480.0,0.25,480.0,0.25,15360,8,45,1,n2570,32
480.25,0.25,480.25,0.25,15368,8,48,1,n2571,32
480.5,0.25,480.5,0.25,15376,8,53,1,n2572,32
480.75,0.25,480.75,0.25,15384,8,57,1,n2573,32
