onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,divs_pq
215.0,1.0,215.0,1.0,6880,32,74,1,n1169,32
216.0,0.0,216.0,0.0,6912,0,71,1,n1170,32
216.0,0.0,216.0,0.0,6912,0,74,1,n1171,32
216.0,0.0,216.0,0.0,6912,0,80,1,n1172,32
216.0,2.25,216.0,2.25,6912,72,83,1,n1173,32
216.25,0.25,216.25,0.25,6920,8,40,1,n1174,32
216.5,0.25,216.5,0.25,6928,8,44,1,n1175,32
216.75,0.25,216.75,0.25,6936,8,47,1,n1176,32
217.0,0.25,217.0,0.25,6944,8,52,1,n1177,32
217.25,0.25,217.25,0.25,6952,8,56,1,n1178,32
217.5,0.25,217.5,0.25,6960,8,59,1,n1179,32
217.75,0.25,217.75,0.25,6968,8,64,1,n1180,32
218.0,1.0,218.0,1.0,6976,32,52,1,n1181,32
218.25,0.25,218.25,0.25,6984,8,81,1,n1182,32
218.5,0.25,218.5,0.25,6992,8,80,1,n1183,32
218.75,0.25,218.75,0.25,7000,8,77,1,n1184,32
219.0,0.25,219.0,0.25,7008,8,76,1,n1185,32
219.25,0.25,219.25,0.25,7016,8,74,1,n1186,32
219.5,0.5,219.5,0.5,7024,16,52,1,n1189,32
219.5,0.5,219.5,0.5,7024,16,56,1,n1188,32
219.5,0.25,219.5,0.25,7024,8,72,1,n1187,32
219.75,0.25,219.75,0.25,7032,8,71,1,n1190,32
220.0,1.0,220.0,1.0,7040,32,45,1,n1193,32
220.0,1.0,220.0,1.0,7040,32,57,1,n1192,32
220.0,0.25,220.0,0.25,7040,8,74,1,n1191,32
220.25,0.25,220.25,0.25,7048,8,72,1,n1194,32
220.5,0.25,220.5,0.25,7056,8,71,1,n1195,32
220.75,0.25,220.75,0.25,7064,8,72,1,n1196,32
221.0,0.25,221.0,0.25,7072,8,71,1,n1197,32
221.25,0.25,221.25,0.25,7080,8,72,1,n1198,32
221.5,0.25,221.5,0.25,7088,8,74,1,n1199,32
221.75,0.25,221.75,0.25,7096,8,72,1,n1200,32
222.0,0.0,222.0,0.0,7104,0,71,1,n1201,32
222.0,1.0,222.0,1.0,7104,32,72,1,n1202,32
223.0,0.0,223.0,0.0,7136,0,71,1,n1203,32
223.0,1.0,223.0,1.0,7136,32,72,1,n1204,32
224.0,0.0,224.0,0.0,7168,0,69,1,n1205,32
224.0,0.0,224.0,0.0,7168,0,72,1,n1206,32
224.0,0.0,224.0,0.0,7168,0,78,1,n1207,32
224.0,2.25,224.0,2.25,7168,72,81,1,n1208,32
224.25,0.25,224.25,0.25,7176,8,38,1,n1209,32
224.5,0.25,224.5,0.25,7184,8,42,1,n1210,32
224.75,0.25,224.75,0.25,7192,8,45,1,n1211,32
225.0,0.25,225.0,0.25,7200,8,50,1,n1212,32
225.25,0.25,225.25,0.25,7208,8,54,1,n1213,32
225.5,0.25,225.5,0.25,7216,8,57,1,n1214,32
225.75,0.25,225.75,0.25,7224,8,62,1,n1215,32
226.0,1.0,226.0,1.0,7232,32,50,1,n1216,32
226.25,0.25,226.25,0.25,7240,8,79,1,n1217,32
226.5,0.25,226.5,0.25,7248,8,78,1,n1218,32
226.75,0.25,226.75,0.25,7256,8,76,1,n1219,32
227.0,0.25,227.0,0.25,7264,8,74,1,n1220,32
227.25,0.25,227.25,0.25,7272,8,72,1,n1221,32
227.5,0.5,227.5,0.5,7280,16,50,1,n1224,32
227.5,0.5,227.5,0.5,7280,16,54,1,n1223,32
227.5,0.25,227.5,0.25,7280,8,71,1,n1222,32
227.75,0.25,227.75,0.25,7288,8,69,1,n1225,32
228.0,0.25,228.0,0.25,7296,8,55,1,n1227,32
228.0,1.0,228.0,1.0,7296,32,71,1,n1226,32
228.25,0.25,228.25,0.25,7304,8,67,1,n1228,32
228.5,0.25,228.5,0.25,7312,8,66,1,n1229,32
228.75,0.25,228.75,0.25,7320,8,67,1,n1230,32
229.0,0.25,229.0,0.25,7328,8,59,1,n1231,32
229.0,0.5,229.0,0.5,7328,16,74,1,n1232,32
229.25,0.25,229.25,0.25,7336,8,67,1,n1233,32
229.5,0.25,229.5,0.25,7344,8,66,1,n1235,32
229.5,0.5,229.5,0.5,7344,16,74,1,n1234,32
229.75,0.25,229.75,0.25,7352,8,67,1,n1236,32
230.0,0.25,230.0,0.25,7360,8,60,1,n1238,32
230.0,0.75,230.0,0.75,7360,24,76,1,n1237,32
230.25,0.25,230.25,0.25,7368,8,67,1,n1239,32
230.5,0.25,230.5,0.25,7376,8,66,1,n1240,32
230.75,0.25,230.75,0.25,7384,8,67,1,n1241,32
230.75,0.25,230.75,0.25,7384,8,78,1,n1242,32
231.0,0.25,231.0,0.25,7392,8,60,1,n1244,32
231.0,0.25,231.0,0.25,7392,8,81,1,n1243,32
231.25,0.25,231.25,0.25,7400,8,67,1,n1245,32
231.25,0.25,231.25,0.25,7400,8,79,1,n1246,32
231.5,0.25,231.5,0.25,7408,8,66,1,n1248,32
231.5,0.25,231.5,0.25,7408,8,78,1,n1247,32
231.75,0.25,231.75,0.25,7416,8,67,1,n1249,32
231.75,0.25,231.75,0.25,7416,8,76,1,n1250,32
232.0,0.25,232.0,0.25,7424,8,59,1,n1252,32
232.0,0.5,232.0,0.5,7424,16,74,1,n1251,32
232.25,0.25,232.25,0.25,7432,8,67,1,n1253,32
232.5,0.25,232.5,0.25,7440,8,66,1,n1254,32
232.75,0.25,232.75,0.25,7448,8,67,1,n1255,32
233.0,0.25,233.0,0.25,7456,8,55,1,n1256,32
233.0,0.25,233.0,0.25,7456,8,74,1,n1257,32
233.25,0.25,233.25,0.25,7464,8,67,1,n1258,32
233.25,0.25,233.25,0.25,7464,8,71,1,n1259,32
233.5,0.25,233.5,0.25,7472,8,66,1,n1261,32
233.5,0.25,233.5,0.25,7472,8,74,1,n1260,32
233.75,0.25,233.75,0.25,7480,8,67,1,n1263,32
233.75,0.25,233.75,0.25,7480,8,71,1,n1262,32
234.0,0.25,234.0,0.25,7488,8,60,1,n1265,32
234.0,0.75,234.0,0.75,7488,24,76,1,n1264,32
234.25,0.25,234.25,0.25,7496,8,67,1,n1266,32
234.5,0.25,234.5,0.25,7504,8,66,1,n1267,32
234.75,0.25,234.75,0.25,7512,8,67,1,n1269,32
234.75,0.25,234.75,0.25,7512,8,78,1,n1268,32
235.0,0.25,235.0,0.25,7520,8,60,1,n1271,32
235.0,0.25,235.0,0.25,7520,8,81,1,n1270,32
235.25,0.25,235.25,0.25,7528,8,67,1,n1273,32
235.25,0.25,235.25,0.25,7528,8,79,1,n1272,32
235.5,0.25,235.5,0.25,7536,8,66,1,n1275,32
235.5,0.25,235.5,0.25,7536,8,78,1,n1274,32
235.75,0.25,235.75,0.25,7544,8,67,1,n1277,32
235.75,0.25,235.75,0.25,7544,8,76,1,n1276,32
236.0,1.0,236.0,1.0,7552,32,59,1,n1279,32
236.0,0.5,236.0,0.5,7552,16,74,1,n1278,32
236.5,0.25,236.5,0.25,7568,8,83,1,n1280,32
236.75,0.25,236.75,0.25,7576,8,81,1,n1281,32
237.0,0.25,237.0,0.25,7584,8,79,1,n1282,32
237.25,0.25,237.25,0.25,7592,8,78,1,n1283,32
237.5,0.5,237.5,0.5,7600,16,68,1,n1285,32
237.5,0.25,237.5,0.25,7600,8,76,1,n1284,32
237.75,0.25,237.75,0.25,7608,8,74,1,n1286,32
238.0,1.0,238.0,1.0,7616,32,69,1,n1288,32
238.0,0.5,238.0,0.5,7616,16,72,1,n1287,32
238.5,0.25,238.5,0.25,7632,8,81,1,n1291,32
238.75,0.25,238.75,0.25,7640,8,79,1,n1292,32
239.0,0.25,239.0,0.25,7648,8,78,1,n1293,32
239.25,0.25,239.25,0.25,7656,8,76,1,n1294,32
239.5,0.5,239.5,0.5,7664,16,66,1,n1296,32
239.5,0.25,239.5,0.25,7664,8,74,1,n1295,32
239.75,0.25,239.75,0.25,7672,8,72,1,n1297,32
240.0,1.0,240.0,1.0,7680,32,67,1,n1299,32
240.0,0.5,240.0,0.5,7680,16,71,1,n1298,32
240.5,0.25,240.5,0.25,7696,8,79,1,n1302,32
240.75,0.25,240.75,0.25,7704,8,78,1,n1303,32
241.0,0.25,241.0,0.25,7712,8,76,1,n1304,32
241.25,0.25,241.25,0.25,7720,8,74,1,n1305,32
241.5,0.5,241.5,0.5,7728,16,64,1,n1307,32
241.5,0.25,241.5,0.25,7728,8,72,1,n1306,32
241.75,0.25,241.75,0.25,7736,8,71,1,n1308,32
242.0,1.0,242.0,1.0,7744,32,60,1,n1310,32
242.0,0.5,242.0,0.5,7744,16,69,1,n1309,32
242.5,0.25,242.5,0.25,7760,8,76,1,n1313,32
242.75,0.25,242.75,0.25,7768,8,74,1,n1314,32
243.0,0.25,243.0,0.25,7776,8,72,1,n1315,32
243.25,0.25,243.25,0.25,7784,8,71,1,n1316,32
243.5,0.5,243.5,0.5,7792,16,61,1,n1318,32
243.5,0.25,243.5,0.25,7792,8,69,1,n1317,32
243.75,0.25,243.75,0.25,7800,8,67,1,n1319,32
244.0,1.0,244.0,1.0,7808,32,62,1,n1320,32
244.0,0.25,244.0,0.25,7808,8,66,1,n1321,32
244.25,0.25,244.25,0.25,7816,8,74,1,n1322,32
244.5,0.25,244.5,0.25,7824,8,83,1,n1323,32
244.75,0.25,244.75,0.25,7832,8,81,1,n1324,32
245.0,0.25,245.0,0.25,7840,8,79,1,n1325,32
245.25,0.25,245.25,0.25,7848,8,78,1,n1326,32
245.5,0.5,245.5,0.5,7856,16,68,1,n1328,32
245.5,0.25,245.5,0.25,7856,8,76,1,n1327,32
245.75,0.25,245.75,0.25,7864,8,74,1,n1329,32
246.0,1.0,246.0,1.0,7872,32,69,1,n1331,32
246.0,0.25,246.0,0.25,7872,8,74,1,n1330,32
246.25,0.25,246.25,0.25,7880,8,73,1,n1332,32
246.5,0.25,246.5,0.25,7888,8,81,1,n1333,32
246.75,0.25,246.75,0.25,7896,8,79,1,n1334,32
247.0,0.25,247.0,0.25,7904,8,78,1,n1335,32
247.25,0.25,247.25,0.25,7912,8,76,1,n1336,32
247.5,0.5,247.5,0.5,7920,16,66,1,n1338,32
247.5,0.25,247.5,0.25,7920,8,74,1,n1337,32
247.75,0.25,247.75,0.25,7928,8,72,1,n1339,32
248.0,1.0,248.0,1.0,7936,32,67,1,n1341,32
248.0,0.25,248.0,0.25,7936,8,72,1,n1340,32
248.25,0.25,248.25,0.25,7944,8,71,1,n1342,32
248.5,0.25,248.5,0.25,7952,8,79,1,n1343,32
248.75,0.25,248.75,0.25,7960,8,78,1,n1344,32
249.0,0.25,249.0,0.25,7968,8,76,1,n1345,32
249.25,0.25,249.25,0.25,7976,8,74,1,n1346,32
249.5,0.5,249.5,0.5,7984,16,64,1,n1347,32
249.5,0.25,249.5,0.25,7984,8,72,1,n1348,32
249.75,0.25,249.75,0.25,7992,8,71,1,n1349,32
250.0,0.25,250.0,0.25,8000,8,60,1,n1351,32
250.0,1.0,250.0,1.0,8000,32,69,1,n1350,32
250.25,0.25,250.25,0.25,8008,8,67,1,n1352,32
250.5,0.25,250.5,0.25,8016,8,66,1,n1353,32
250.75,0.25,250.75,0.25,8024,8,67,1,n1354,32
251.0,0.25,251.0,0.25,8032,8,62,1,n1356,32
251.0,0.75,251.0,0.75,8032,24,71,1,n1357,32
251.25,0.25,251.25,0.25,8040,8,67,1,n1358,32
251.5,0.25,251.5,0.25,8048,8,66,1,n1361,32
251.75,0.25,251.75,0.25,8056,8,67,1,n1364,32
251.75,0.125,251.75,0.125,8056,4,69,1,n1361,32
251.875,0.125,251.875,0.125,8060,4,71,1,n1364,32
252.0,0.25,252.0,0.25,8064,8,64,1,n1368,32
252.0,1.5,252.0,1.5,8064,48,72,1,n1369,32
252.25,0.25,252.25,0.25,8072,8,67,1,n1370,32
252.5,0.25,252.5,0.25,8080,8,66,1,n1371,32
252.75,0.25,252.75,0.25,8088,8,67,1,n1372,32
253.0,0.25,253.0,0.25,8096,8,62,1,n1373,32
253.25,0.25,253.25,0.25,8104,8,67,1,n1374,32
253.5,0.25,253.5,0.25,8112,8,66,1,n1375,32
253.5,0.5,253.5,0.5,8112,16,71,1,n1376,32
253.75,0.25,253.75,0.25,8120,8,67,1,n1377,32
254.0,0.25,254.0,0.25,8128,8,60,1,n1379,32
254.0,0.5,254.0,0.5,8128,16,69,1,n1378,32
254.25,0.25,254.25,0.25,8136,8,67,1,n1380,32
254.5,0.25,254.5,0.25,8144,8,66,1,n1382,32
254.5,0.0,254.5,0.0,8144,0,68,1,n1381,32
254.5,0.5,254.5,0.5,8144,16,69,1,n1383,32
254.75,0.25,254.75,0.25,8152,8,67,1,n1384,32
255.0,0.25,255.0,0.25,8160,8,62,1,n1386,32
255.0,0.5,255.0,0.5,8160,16,71,1,n1385,32
255.25,0.25,255.25,0.25,8168,8,67,1,n1387,32
255.5,0.25,255.5,0.25,8176,8,66,1,n1390,32
255.5,0.0,255.5,0.0,8176,0,70,1,n1388,32
255.5,0.5,255.5,0.5,8176,16,71,1,n1389,32
255.75,0.25,255.75,0.25,8184,8,67,1,n1391,32
256.0,0.25,256.0,0.25,8192,8,64,1,n1393,32
256.0,0.25,256.0,0.25,8192,8,71,1,n1392,32
256.25,0.25,256.25,0.25,8200,8,67,1,n1395,32
256.25,0.25,256.25,0.25,8200,8,74,1,n1394,32
256.5,0.25,256.5,0.25,8208,8,66,1,n1397,32
256.5,1.0,256.5,1.0,8208,32,72,1,n1396,32
256.75,0.25,256.75,0.25,8216,8,67,1,n1398,32
257.0,0.25,257.0,0.25,8224,8,62,1,n1399,32
257.25,0.25,257.25,0.25,8232,8,67,1,n1400,32
257.5,0.25,257.5,0.25,8240,8,66,1,n1402,32
257.5,0.5,257.5,0.5,8240,16,71,1,n1401,32
257.75,0.25,257.75,0.25,8248,8,67,1,n1403,32
258.0,0.0,258.0,0.0,8256,0,68,1,n1404,32
258.0,1.0,258.0,1.0,8256,32,69,1,n1405,32
258.5,0.5,258.5,0.5,8272,16,60,1,n1406,32
258.5,0.5,258.5,0.5,8272,16,64,1,n1407,32
259.0,0.5,259.0,0.5,8288,16,59,1,n1408,32
259.0,0.5,259.0,0.5,8288,16,63,1,n1409,32
259.5,0.5,259.5,0.5,8304,16,60,1,n1411,32
259.5,0.5,259.5,0.5,8304,16,64,1,n1410,32
260.0,0.0,260.0,0.0,8320,0,71,1,n1411,32
260.0,1.0,260.0,1.0,8320,32,72,1,n1413,32
260.5,0.5,260.5,0.5,8336,16,60,1,n1415,32
260.5,0.5,260.5,0.5,8336,16,64,1,n1414,32
261.0,0.5,261.0,0.5,8352,16,59,1,n1417,32
261.0,0.5,261.0,0.5,8352,16,63,1,n1416,32
261.5,0.5,261.5,0.5,8368,16,60,1,n1420,32
261.5,0.5,261.5,0.5,8368,16,64,1,n1419,32
262.0,0.0,262.0,0.0,8384,0,75,1,n1421,32
262.0,1.0,262.0,1.0,8384,32,76,1,n1422,32
262.5,0.5,262.5,0.5,8400,16,60,1,n1424,32
262.5,0.5,262.5,0.5,8400,16,64,1,n1423,32
263.0,0.5,263.0,0.5,8416,16,59,1,n1425,32
263.0,0.5,263.0,0.5,8416,16,63,1,n1426,32
263.5,0.5,263.5,0.5,8432,16,60,1,n1428,32
263.5,0.5,263.5,0.5,8432,16,64,1,n1427,32
264.0,0.5,264.0,0.5,8448,16,68,1,n1429,32
264.0,0.5,264.0,0.5,8448,16,69,1,n1430,32
264.5,0.0,264.5,0.0,8464,0,71,1,n1431,32
264.5,0.5,264.5,0.5,8464,16,72,1,n1432,32
265.0,0.0,265.0,0.0,8480,0,75,1,n1434,32
265.0,0.5,265.0,0.5,8480,16,76,1,n1433,32
265.5,0.0,265.5,0.0,8496,0,80,1,n1436,32
265.5,0.5,265.5,0.5,8496,16,81,1,n1435,32
266.0,0.0,266.0,0.0,8512,0,83,1,n1438,32
266.0,0.5,266.0,0.5,8512,16,84,1,n1437,32
266.5,0.0,266.5,0.0,8528,0,80,1,n1440,32
266.5,0.5,266.5,0.5,8528,16,81,1,n1439,32
267.0,0.0,267.0,0.0,8544,0,75,1,n1441,32
267.0,0.5,267.0,0.5,8544,16,76,1,n1442,32
267.5,0.0,267.5,0.0,8560,0,71,1,n1444,32
267.5,0.5,267.5,0.5,8560,16,72,1,n1443,32
268.0,0.25,268.0,0.25,8576,8,50,1,n1446,32
268.0,0.0,268.0,0.0,8576,0,71,1,n1445,32
268.0,0.0,268.0,0.0,8576,0,72,1,n1447,32
268.0,1.0,268.0,1.0,8576,32,74,1,n1448,32
268.25,0.25,268.25,0.25,8584,8,59,1,n1449,32
268.5,0.25,268.5,0.25,8592,8,55,1,n1450,32
268.75,0.25,268.75,0.25,8600,8,59,1,n1451,32
269.0,0.25,269.0,0.25,8608,8,50,1,n1452,32
269.0,0.25,269.0,0.25,8608,8,72,1,n1453,32
269.25,0.25,269.25,0.25,8616,8,59,1,n1455,32
269.25,0.25,269.25,0.25,8616,8,71,1,n1454,32
269.5,0.25,269.5,0.25,8624,8,55,1,n1457,32
269.5,0.25,269.5,0.25,8624,8,69,1,n1456,32
269.75,0.25,269.75,0.25,8632,8,59,1,n1459,32
269.75,0.25,269.75,0.25,8632,8,67,1,n1458,32
270.0,0.25,270.0,0.25,8640,8,50,1,n1460,32
270.0,2.0,270.0,2.0,8640,64,69,1,n1461,32
270.25,0.25,270.25,0.25,8648,8,60,1,n1463,32
270.5,0.25,270.5,0.25,8656,8,54,1,n1465,32
270.75,0.25,270.75,0.25,8664,8,60,1,n1467,32
271.0,0.25,271.0,0.25,8672,8,50,1,n1470,32
271.25,0.25,271.25,0.25,8680,8,60,1,n1472,32
271.5,0.25,271.5,0.25,8688,8,54,1,n1475,32
271.75,0.25,271.75,0.25,8696,8,60,1,n1478,32
272.0,0.25,272.0,0.25,8704,8,55,1,n1481,32
272.0,0.5,272.0,0.5,8704,16,67,1,n1482,32
272.25,0.25,272.25,0.25,8712,8,62,1,n1483,32
272.5,0.25,272.5,0.25,8720,8,59,1,n1484,32
272.5,0.25,272.5,0.25,8720,8,79,1,n1485,32
272.75,0.25,272.75,0.25,8728,8,62,1,n1486,32
272.75,0.25,272.75,0.25,8728,8,79,1,n1487,32
273.0,0.5,273.0,0.5,8736,16,55,1,n1488,32
273.0,0.25,273.0,0.25,8736,8,79,1,n1489,32
273.25,0.25,273.25,0.25,8744,8,74,1,n1490,32
273.5,0.25,273.5,0.25,8752,8,71,1,n1491,32
273.75,0.25,273.75,0.25,8760,8,67,1,n1492,32
274.0,0.25,274.0,0.25,8768,8,54,1,n1494,32
274.0,0.5,274.0,0.5,8768,16,69,1,n1493,32
274.25,0.25,274.25,0.25,8776,8,62,1,n1495,32
274.5,0.25,274.5,0.25,8784,8,57,1,n1497,32
274.5,0.25,274.5,0.25,8784,8,81,1,n1496,32
274.75,0.25,274.75,0.25,8792,8,62,1,n1499,32
274.75,0.25,274.75,0.25,8792,8,81,1,n1498,32
275.0,0.5,275.0,0.5,8800,16,54,1,n1501,32
275.0,0.25,275.0,0.25,8800,8,81,1,n1500,32
275.25,0.25,275.25,0.25,8808,8,78,1,n1502,32
275.5,0.25,275.5,0.25,8816,8,74,1,n1503,32
275.75,0.25,275.75,0.25,8824,8,69,1,n1504,32
276.0,0.25,276.0,0.25,8832,8,55,1,n1506,32
276.0,0.5,276.0,0.5,8832,16,71,1,n1505,32
276.25,0.25,276.25,0.25,8840,8,62,1,n1507,32
276.5,0.25,276.5,0.25,8848,8,59,1,n1509,32
276.5,0.25,276.5,0.25,8848,8,83,1,n1508,32
276.75,0.25,276.75,0.25,8856,8,62,1,n1511,32
276.75,0.25,276.75,0.25,8856,8,83,1,n1510,32
277.0,0.5,277.0,0.5,8864,16,55,1,n1513,32
277.0,0.25,277.0,0.25,8864,8,83,1,n1512,32
277.25,0.25,277.25,0.25,8872,8,79,1,n1514,32
277.5,0.25,277.5,0.25,8880,8,74,1,n1515,32
277.75,0.25,277.75,0.25,8888,8,71,1,n1516,32
278.0,1.0,278.0,1.0,8896,32,48,1,n1520,32
278.0,1.0,278.0,1.0,8896,32,52,1,n1517,32
278.0,1.0,278.0,1.0,8896,32,57,1,n1519,32
278.0,0.25,278.0,0.25,8896,8,75,1,n1518,32
278.25,0.25,278.25,0.25,8904,8,76,1,n1521,32
278.5,0.25,278.5,0.25,8912,8,72,1,n1522,32
278.75,0.25,278.75,0.25,8920,8,69,1,n1523,32
279.0,1.0,279.0,1.0,8928,32,50,1,n1527,32
279.0,1.0,279.0,1.0,8928,32,57,1,n1525,32
279.0,1.0,279.0,1.0,8928,32,60,1,n1526,32
279.0,0.25,279.0,0.25,8928,8,71,1,n1524,32
279.25,0.25,279.25,0.25,8936,8,72,1,n1528,32
279.5,0.25,279.5,0.25,8944,8,69,1,n1529,32
279.75,0.25,279.75,0.25,8952,8,66,1,n1530,32
280.0,0.5,280.0,0.5,8960,16,55,1,n1533,32
280.0,0.5,280.0,0.5,8960,16,59,1,n1531,32
280.0,0.25,280.0,0.25,8960,8,67,1,n1532,32
280.25,0.25,280.25,0.25,8968,8,78,1,n1534,32
280.5,0.25,280.5,0.25,8976,8,79,1,n1535,32
280.75,0.25,280.75,0.25,8984,8,78,1,n1536,32
281.0,0.25,281.0,0.25,8992,8,43,1,n1537,32
281.0,0.25,281.0,0.25,8992,8,79,1,n1538,32
281.25,0.25,281.25,0.25,9000,8,55,1,n1539,32
281.25,0.25,281.25,0.25,9000,8,74,1,n1540,32
281.5,0.25,281.5,0.25,9008,8,54,1,n1541,32
281.5,0.25,281.5,0.25,9008,8,71,1,n1542,32
281.75,0.25,281.75,0.25,9016,8,55,1,n1544,32
281.75,0.25,281.75,0.25,9016,8,67,1,n1543,32
282.0,0.5,282.0,0.5,9024,16,54,1,n1545,32
282.0,0.25,282.0,0.25,9024,8,69,1,n1546,32
282.25,0.25,282.25,0.25,9032,8,80,1,n1547,32
282.5,0.25,282.5,0.25,9040,8,81,1,n1548,32
282.75,0.25,282.75,0.25,9048,8,80,1,n1549,32
283.0,0.25,283.0,0.25,9056,8,42,1,n1550,32
283.0,0.25,283.0,0.25,9056,8,81,1,n1551,32
283.25,0.25,283.25,0.25,9064,8,54,1,n1553,32
283.25,0.25,283.25,0.25,9064,8,78,1,n1552,32
283.5,0.25,283.5,0.25,9072,8,52,1,n1554,32
283.5,0.25,283.5,0.25,9072,8,74,1,n1555,32
283.75,0.25,283.75,0.25,9080,8,54,1,n1556,32
283.75,0.25,283.75,0.25,9080,8,69,1,n1557,32
284.0,0.5,284.0,0.5,9088,16,55,1,n1558,32
284.0,0.25,284.0,0.25,9088,8,71,1,n1559,32
284.25,0.25,284.25,0.25,9096,8,82,1,n1560,32
284.5,0.25,284.5,0.25,9104,8,83,1,n1561,32
284.75,0.25,284.75,0.25,9112,8,82,1,n1562,32
285.0,0.25,285.0,0.25,9120,8,43,1,n1564,32
285.0,0.25,285.0,0.25,9120,8,83,1,n1563,32
285.25,0.25,285.25,0.25,9128,8,55,1,n1565,32
285.25,0.25,285.25,0.25,9128,8,79,1,n1566,32
285.5,0.25,285.5,0.25,9136,8,54,1,n1567,32
285.5,0.25,285.5,0.25,9136,8,74,1,n1568,32
285.75,0.25,285.75,0.25,9144,8,55,1,n1569,32
285.75,0.25,285.75,0.25,9144,8,71,1,n1570,32
286.0,1.0,286.0,1.0,9152,32,48,1,n1571,32
286.0,1.0,286.0,1.0,9152,32,52,1,n1572,32
286.0,1.0,286.0,1.0,9152,32,57,1,n1573,32
286.0,0.25,286.0,0.25,9152,8,75,1,n1574,32
286.25,0.25,286.25,0.25,9160,8,76,1,n1575,32
286.5,0.25,286.5,0.25,9168,8,72,1,n1576,32
286.75,0.25,286.75,0.25,9176,8,69,1,n1577,32
287.0,1.0,287.0,1.0,9184,32,50,1,n1578,32
287.0,1.0,287.0,1.0,9184,32,57,1,n1579,32
287.0,1.0,287.0,1.0,9184,32,60,1,n1581,32
287.0,0.25,287.0,0.25,9184,8,71,1,n1580,32
287.25,0.25,287.25,0.25,9192,8,72,1,n1582,32
287.5,0.25,287.5,0.25,9200,8,69,1,n1583,32
287.75,0.25,287.75,0.25,9208,8,66,1,n1584,32
288.0,1.0,288.0,1.0,9216,32,55,1,n1587,32
288.0,1.0,288.0,1.0,9216,32,59,1,n1586,32
288.0,0.25,288.0,0.25,9216,8,67,1,n1585,32
288.25,0.25,288.25,0.25,9224,8,79,1,n1588,32
288.5,0.25,288.5,0.25,9232,8,83,1,n1589,32
288.75,0.25,288.75,0.25,9240,8,81,1,n1590,32
289.0,0.25,289.0,0.25,9248,8,79,1,n1591,32
289.25,0.25,289.25,0.25,9256,8,78,1,n1592,32
289.5,0.25,289.5,0.25,9264,8,76,1,n1593,32
289.75,0.25,289.75,0.25,9272,8,74,1,n1594,32
290.0,0.25,290.0,0.25,9280,8,72,1,n1595,32
290.25,0.25,290.25,0.25,9288,8,71,1,n1596,32
290.5,0.25,290.5,0.25,9296,8,69,1,n1597,32
290.75,0.25,290.75,0.25,9304,8,67,1,n1598,32
291.0,0.25,291.0,0.25,9312,8,66,1,n1599,32
291.25,0.25,291.25,0.25,9320,8,64,1,n1600,32
291.5,0.25,291.5,0.25,9328,8,62,1,n1601,32
291.75,0.25,291.75,0.25,9336,8,61,1,n1602,32
292.0,2.25,292.0,2.25,9344,72,60,1,n1603,32
293.0,1.0,293.0,1.0,9376,32,45,1,n1605,32
293.0,1.0,293.0,1.0,9376,32,57,1,n1604,32
294.0,1.0,294.0,1.0,9408,32,42,1,n1606,32
294.0,1.0,294.0,1.0,9408,32,54,1,n1607,32
294.25,0.25,294.25,0.25,9416,8,62,1,n1608,32
294.5,0.25,294.5,0.25,9424,8,64,1,n1609,32
294.75,0.25,294.75,0.25,9432,8,62,1,n1610,32
295.0,1.0,295.0,1.0,9440,32,38,1,n1612,32
295.0,1.0,295.0,1.0,9440,32,50,1,n1611,32
295.0,0.25,295.0,0.25,9440,8,66,1,n1613,32
295.25,0.25,295.25,0.25,9448,8,64,1,n1614,32
295.5,0.25,295.5,0.25,9456,8,62,1,n1616,32
295.75,0.25,295.75,0.25,9464,8,60,1,n1617,32
296.0,0.25,296.0,0.25,9472,8,43,1,n1618,32
296.0,2.0,296.0,2.0,9472,64,57,1,n1620,32
296.0,2.0,296.0,2.0,9472,64,60,1,n1619,32
296.25,0.25,296.25,0.25,9480,8,55,1,n1621,32
296.5,0.25,296.5,0.25,9488,8,54,1,n1622,32
296.75,0.25,296.75,0.25,9496,8,55,1,n1623,32
297.0,0.25,297.0,0.25,9504,8,54,1,n1624,32
297.25,0.25,297.25,0.25,9512,8,55,1,n1625,32
297.5,0.25,297.5,0.25,9520,8,54,1,n1626,32
297.75,0.25,297.75,0.25,9528,8,55,1,n1627,32
298.0,1.0,298.0,1.0,9536,32,43,1,n1630,32
298.0,0.25,298.0,0.25,9536,8,55,1,n1629,32
298.0,0.25,298.0,0.25,9536,8,59,1,n1628,32
298.25,0.25,298.25,0.25,9544,8,67,1,n1631,32
298.5,0.25,298.5,0.25,9552,8,66,1,n1632,32
298.75,0.25,298.75,0.25,9560,8,67,1,n1633,32
299.0,0.25,299.0,0.25,9568,8,62,1,n1634,32
299.25,0.25,299.25,0.25,9576,8,74,1,n1635,32
299.5,0.25,299.5,0.25,9584,8,73,1,n1636,32
299.75,0.25,299.75,0.25,9592,8,74,1,n1637,32
300.0,0.25,300.0,0.25,9600,8,71,1,n1638,32
300.25,0.25,300.25,0.25,9608,8,79,1,n1639,32
300.5,0.25,300.5,0.25,9616,8,78,1,n1640,32
300.75,0.25,300.75,0.25,9624,8,79,1,n1641,32
301.0,0.25,301.0,0.25,9632,8,74,1,n1642,32
301.25,0.25,301.25,0.25,9640,8,83,1,n1643,32
