onset_sec,duration_sec,pitch,velocity,track,channel,id
7.155208,0.33541667,74,78,0,1,62
7.2375,0.27083334,77,68,0,1,63
7.2479167,0.4125,81,74,0,1,64
7.248958,0.28958333,41,50,0,1,65
7.259375,0.3,53,44,0,1,66
7.7916665,0.061458334,79,59,0,1,67
7.922917,0.0625,77,68,0,1,68
8.042708,0.058333334,76,67,0,1,69
8.159375,0.061458334,74,67,0,1,70
8.272917,0.042708334,72,66,0,1,71
8.3375,0.065625,74,68,0,1,72
8.414583,0.045833334,72,71,0,1,73
8.477083,0.048958335,71,59,0,1,74
8.579166,0.092708334,72,75,0,1,75
8.583333,0.042708334,52,51,0,1,76
8.703125,0.11770833,76,70,0,1,77
8.836458,0.13958333,74,63,0,1,78
8.863542,0.075,53,49,0,1,79
8.973958,0.12916666,77,55,0,1,80
9.084375,0.067708336,71,59,0,1,81
9.101042,0.046875,55,39,0,1,82
9.220834,0.11354167,74,64,0,1,83
9.332292,0.1375,60,53,0,1,84
9.34375,0.042708334,72,64,0,1,85
9.479167,0.044791665,67,49,0,1,86
9.589583,0.13125,64,55,0,1,87
9.602083,0.052083332,74,55,0,1,88
9.671875,0.06458333,72,66,0,1,89
9.720834,0.061458334,67,39,0,1,90
9.746875,0.088541664,71,66,0,1,91
9.833333,0.040625,72,75,0,1,92
9.852083,0.07604167,60,55,0,1,93
9.982291,0.071875,67,47,0,1,94
10.082292,0.034375,76,75,0,1,95
10.089583,0.046875,64,52,0,1,96
10.215625,0.075,67,49,0,1,97
10.340625,0.38645834,73,78,0,1,98
10.369792,0.16354166,59,48,0,1,99
10.494792,0.07604167,67,44,0,1,100
10.617708,0.0875,62,43,0,1,101
10.736459,0.079166666,67,42,0,1,102
10.875,0.16145833,74,52,0,1,103
10.904166,0.20520833,59,26,0,1,104
11.019792,0.09791667,67,35,0,1,105
11.14375,0.059375,62,39,0,1,106
11.257292,0.058333334,67,47,0,1,107
11.372916,0.10208333,59,44,0,1,108
11.463542,0.07604167,67,46,0,1,109
11.561459,0.078125,76,65,0,1,110
11.596875,0.06979167,62,53,0,1,111
11.632292,0.059375,74,66,0,1,112
11.696875,0.08020833,73,76,0,1,113
11.697917,0.06666667,67,50,0,1,114
11.802083,0.05625,74,83,0,1,115
11.815625,0.178125,59,57,0,1,116
11.9375,0.075,67,51,0,1,117
12.05,0.039583333,77,81,0,1,118
12.0625,0.065625,62,53,0,1,119
12.2,0.06458333,67,46,0,1,120
12.309375,0.471875,75,69,0,1,121
12.345834,0.083333336,60,44,0,1,122
12.457292,0.06875,67,37,0,1,123
12.576041,0.13958333,64,42,0,1,124
12.691667,0.08125,67,39,0,1,125
12.809375,0.16770834,76,56,0,1,126
12.839583,0.15625,60,37,0,1,127
12.951041,0.077083334,67,39,0,1,128
13.06875,0.084375,64,47,0,1,129
13.188541,0.083333336,67,41,0,1,130
13.309375,0.084375,60,50,0,1,131
13.43125,0.0625,67,42,0,1,132
13.542708,0.048958335,79,61,0,1,133
13.552083,0.060416665,64,51,0,1,134
13.6125,0.044791665,79,59,0,1,135
13.676042,0.06458333,67,38,0,1,136
13.677083,0.0375,78,63,0,1,137
13.757292,0.07083333,79,70,0,1,138
13.811459,0.07604167,60,51,0,1,139
13.833333,0.034375,84,69,0,1,140
13.99375,0.0875,67,18,0,1,141
14.071875,0.071875,64,44,0,1,142
14.088542,0.028125,82,50,0,1,143
14.195833,0.060416665,67,49,0,1,144
14.327084,0.346875,80,59,0,1,145
14.341666,0.09583333,60,48,0,1,146
14.501041,0.065625,69,38,0,1,147
14.591666,0.083333336,65,42,0,1,148
14.717709,0.07604167,69,44,0,1,149
14.859375,0.146875,81,53,0,1,150
14.860416,0.115625,60,44,0,1,151
14.980208,0.060416665,69,39,0,1,152
15.104167,0.057291668,65,40,0,1,153
15.2,0.13125,69,53,0,1,154
15.332292,0.08541667,81,82,0,1,155
15.355208,0.09791667,60,52,0,1,156
15.410417,0.178125,83,77,0,1,157
15.484375,0.0875,69,57,0,1,158
15.49375,0.39895833,84,78,0,1,159
15.620833,0.06458333,65,62,0,1,160
15.745833,0.0875,69,56,0,1,161
15.855208,0.13958333,83,84,0,1,162
15.877084,0.09791667,60,57,0,1,163
15.967709,0.123958334,81,81,0,1,164
15.989583,0.052083332,69,55,0,1,165
16.086458,0.079166666,79,85,0,1,166
16.095833,0.06875,65,58,0,1,167
16.208334,0.07395833,77,79,0,1,168
16.210417,0.055208333,69,57,0,1,169
16.329166,0.48854166,78,82,0,1,170
16.345833,0.1125,60,52,0,1,171
16.495832,0.0625,67,31,0,1,172
16.585417,0.06458333,64,48,0,1,173
16.691668,0.092708334,67,53,0,1,174
16.85,0.42395833,79,64,0,1,175
16.8625,0.16458334,60,51,0,1,176
16.9625,0.119791664,67,51,0,1,177
17.095833,0.05,64,56,0,1,178
17.219791,0.040625,67,63,0,1,179
17.339582,0.08645833,52,69,0,1,180
17.484375,0.060416665,55,53,0,1,181
17.605207,0.05,60,71,0,1,182
17.74375,0.038541667,64,55,0,1,183
17.84375,0.08645833,67,56,0,1,184
18.001041,0.08020833,72,61,0,1,185
18.10625,0.042708334,76,71,0,1,186
18.232292,0.046875,79,75,0,1,187
18.35,0.094791666,53,58,0,1,188
18.467709,0.10729167,57,59,0,1,189
18.592709,0.057291668,60,63,0,1,190
18.716667,0.038541667,65,66,0,1,191
18.859375,0.040625,69,63,0,1,192
18.967709,0.078125,72,70,0,1,193
19.105207,0.055208333,77,66,0,1,194
19.211458,0.042708334,81,71,0,1,195
19.345833,0.16770834,81,82,0,1,196
19.471874,0.14791666,79,75,0,1,197
19.586458,0.040625,60,54,0,1,198
19.591667,0.044791665,55,51,0,1,199
19.591667,0.10729167,77,76,0,1,200
19.70625,0.042708334,76,75,0,1,201
19.834375,0.077083334,59,61,0,1,202
19.841667,0.084375,76,79,0,1,203
19.865625,0.046875,55,40,0,1,204
19.961458,0.067708336,74,81,0,1,205
20.084375,0.071875,76,83,0,1,206
20.088541,0.054166667,55,35,0,1,207
20.108334,0.047916666,62,52,0,1,208
20.213541,0.05625,77,81,0,1,209
20.364584,0.578125,77,77,0,1,210
20.388542,0.29166666,62,46,0,1,211
20.389584,0.31666666,56,49,0,1,212
21.034374,0.25520834,76,45,0,1,213
21.044792,0.24895833,60,36,0,1,214
21.05,0.21458334,57,33,0,1,215
21.614584,0.6197917,52,48,0,1,216
21.763542,0.5364583,55,43,0,1,217
21.904167,0.42291668,60,51,0,1,218
22.036459,0.29479167,64,51,0,1,219
22.165625,0.061458334,67,53,0,1,220
22.311459,0.1125,72,56,0,1,221
22.442709,0.10729167,76,61,0,1,222
22.56875,0.08229167,79,66,0,1,223
22.696875,0.54270834,53,56,0,1,224
22.835417,0.5395833,57,57,0,1,225
22.978125,0.359375,60,57,0,1,226
23.104166,0.23333333,65,64,0,1,227
23.242708,0.09375,69,63,0,1,228
23.375,0.103125,72,66,0,1,229
23.517708,0.06666667,77,71,0,1,230
23.651041,0.036458332,81,67,0,1,231
23.771875,0.190625,81,67,0,1,232
23.913542,0.16145833,79,77,0,1,233
24.035418,0.12291667,77,80,0,1,234
24.045834,0.055208333,60,54,0,1,235
24.054167,0.054166667,55,51,0,1,236
24.15625,0.052083332,76,76,0,1,237
24.297916,0.153125,76,80,0,1,238
24.302084,0.110416666,59,64,0,1,239
24.315624,0.047916666,55,57,0,1,240
24.429167,0.1125,74,76,0,1,241
24.546875,0.084375,72,75,0,1,242
24.559376,0.07604167,55,50,0,1,243
24.5625,0.0875,65,63,0,1,244
24.672916,0.067708336,71,75,0,1,245
24.798958,0.0375,64,64,0,1,246
24.8,0.03125,60,72,0,1,247
24.805208,0.42708334,72,87,0,1,248
24.945833,0.06666667,60,54,0,1,249
25.059376,0.078125,59,54,0,1,250
25.2,0.05,60,69,0,1,251
25.3375,0.36041668,76,87,0,1,252
25.338541,0.039583333,47,63,0,1,253
25.339582,0.39791667,70,81,0,1,254
25.340626,0.44270834,67,80,0,1,255
25.459375,0.05,48,77,0,1,256
25.579166,0.046875,47,70,0,1,257
25.69375,0.058333334,48,75,0,1,258
25.829166,0.042708334,36,85,0,1,259
26.125,0.18333334,77,72,0,1,260
26.130209,0.14166667,69,72,0,1,261
26.397917,0.044791665,65,71,0,1,262
26.398958,0.055208333,69,76,0,1,263
26.642708,0.0625,71,74,0,1,264
26.64375,0.0375,62,67,0,1,265
26.711458,0.065625,72,73,0,1,266
26.795834,0.061458334,71,69,0,1,267
26.841667,0.10104167,69,75,0,1,268
26.948957,0.039583333,71,67,0,1,269
27.042707,0.03125,59,80,0,1,270
27.05,0.48854166,72,85,0,1,271
27.070833,0.24270834,64,82,0,1,272
27.203125,0.038541667,60,69,0,1,273
27.329166,0.040625,59,78,0,1,274
27.455208,0.04375,60,65,0,1,275
27.592709,0.3625,76,89,0,1,276
27.594791,0.05,47,74,0,1,277
27.597918,0.43854168,70,82,0,1,278
27.603125,0.45625,67,76,0,1,279
27.634375,0.094791666,48,69,0,1,280
27.729166,0.05,48,50,0,1,281
27.841667,0.04375,47,78,0,1,282
27.9625,0.05625,48,76,0,1,283
28.097918,0.0375,36,83,0,1,284
28.4,0.16875,77,74,0,1,285
28.408333,0.153125,69,66,0,1,286
28.676043,0.039583333,69,71,0,1,287
28.677084,0.040625,65,62,0,1,288
28.932291,0.034375,71,62,0,1,289
28.933332,0.040625,62,62,0,1,290
28.990625,0.039583333,72,62,0,1,291
29.0875,0.039583333,71,64,0,1,292
29.29375,0.0375,72,61,0,1,293
29.307291,0.25416666,64,46,0,1,294
29.366667,0.052083332,74,61,0,1,295
29.429167,0.06979167,72,64,0,1,296
29.519793,0.047916666,71,56,0,1,297
29.60625,0.22395833,55,37,0,1,298
29.610416,0.054166667,72,60,0,1,299
29.7125,0.058333334,76,66,0,1,300
29.832293,0.05,74,61,0,1,301
29.854166,0.23333333,59,61,0,1,302
29.913542,0.06875,76,68,0,1,303
29.985416,0.054166667,74,67,0,1,304
30.057291,0.072916664,72,66,0,1,305
30.115625,0.21770833,55,52,0,1,306
30.135416,0.08229167,74,71,0,1,307
30.2375,0.067708336,77,74,0,1,308
30.348959,0.067708336,76,72,0,1,309
30.359375,0.21979167,60,57,0,1,310
30.4375,0.07395833,77,73,0,1,311
30.5125,0.0625,76,71,0,1,312
30.580208,0.08229167,74,69,0,1,313
30.615625,0.18229167,55,51,0,1,314
30.659374,0.078125,76,72,0,1,315
30.765625,0.067708336,79,76,0,1,316
30.877083,0.06979167,77,74,0,1,317
30.886457,0.23229167,62,56,0,1,318
30.95625,0.1,79,78,0,1,319
31.048958,0.04375,77,68,0,1,320
31.098959,0.0875,76,66,0,1,321
31.158333,0.225,55,53,0,1,322
31.186459,0.09166667,77,73,0,1,323
31.288542,0.06666667,81,79,0,1,324
31.430208,0.146875,64,54,0,1,325
31.432291,0.11770833,79,71,0,1,326
31.54375,0.13229166,84,82,0,1,327
31.670834,0.11875,88,82,0,1,328
31.795834,0.13333334,83,84,0,1,329
31.913542,0.08020833,84,87,0,1,330
32.026043,0.077083334,79,79,0,1,331
32.153126,0.11145833,62,58,0,1,332
32.15625,0.0625,81,67,0,1,333
32.164585,0.04375,53,48,0,1,334
32.276043,0.048958335,77,74,0,1,335
32.40729,0.08125,76,74,0,1,336
32.433334,0.6354167,55,43,0,1,337
32.446877,0.225,60,41,0,1,338
32.490623,0.08125,77,69,0,1,339
32.59375,0.08645833,76,61,0,1,340
32.7375,0.38645834,59,39,0,1,341
32.755207,0.34583333,74,49,0,1,342
33.78229,0.06458333,73,51,0,1,343
33.821877,0.48125,74,51,0,1,344
34.433334,0.045833334,73,49,0,1,345
34.465626,0.19583334,74,58,0,1,346
34.96146,0.052083332,71,54,0,1,347
35.015625,0.06979167,74,62,0,1,348
35.071877,0.096875,80,65,0,1,349
35.172916,1.2083334,83,56,0,1,350
35.26979,0.21145834,40,49,0,1,351
35.44375,0.16041666,44,54,0,1,352
35.590626,0.046875,47,56,0,1,353
35.701042,0.05625,52,62,0,1,354
35.846874,0.27604166,56,51,0,1,355
35.989582,0.26041666,59,45,0,1,356
36.120834,0.083333336,64,47,0,1,357
36.244793,0.315625,52,52,0,1,358
36.402084,0.13541667,81,62,0,1,359
36.514584,0.140625,80,65,0,1,360
36.645832,0.071875,77,65,0,1,361
36.763542,0.065625,76,72,0,1,362
36.88646,0.15833333,74,77,0,1,363
37.005207,0.12083333,72,75,0,1,364
37.02396,0.045833334,56,53,0,1,365
37.029167,0.041666668,52,48,0,1,366
37.129166,0.06979167,71,76,0,1,367
37.272915,0.13125,74,79,0,1,368
37.284374,0.56458336,57,52,0,1,369
37.3,0.66041666,45,46,0,1,370
37.391666,0.108333334,72,73,0,1,371
37.51875,0.08645833,71,67,0,1,372
37.641666,0.096875,72,64,0,1,373
37.759377,0.090625,71,64,0,1,374
37.896873,0.08020833,72,60,0,1,375
38.033333,0.038541667,74,55,0,1,376
38.133335,0.06979167,72,61,0,1,377
38.302082,0.042708334,71,55,0,1,378
38.341667,0.425,72,53,0,1,379
38.922916,0.038541667,71,49,0,1,380
38.978127,0.11666667,72,50,0,1,381
39.403126,0.067708336,69,56,0,1,382
39.470833,0.075,72,57,0,1,383
39.522915,0.10625,78,62,0,1,384
39.63229,1.1458334,81,58,0,1,385
39.7125,0.115625,38,46,0,1,386
39.852085,0.190625,42,55,0,1,387
39.98021,0.047916666,45,56,0,1,388
40.10625,0.05625,50,52,0,1,389
40.240623,0.2375,54,54,0,1,390
40.384377,0.14166667,57,59,0,1,391
40.520832,0.119791664,62,56,0,1,392
40.66354,0.25104168,50,49,0,1,393
40.783333,0.15520833,79,58,0,1,394
40.915627,0.14375,78,60,0,1,395
41.04375,0.08645833,76,61,0,1,396
41.172916,0.078125,74,68,0,1,397
41.303123,0.146875,72,72,0,1,398
41.43125,0.11145833,71,68,0,1,399
41.43854,0.06875,54,49,0,1,400
41.454166,0.052083332,50,35,0,1,401
41.56146,0.084375,69,66,0,1,402
41.69375,0.5125,71,67,0,1,403
41.727085,0.05,55,35,0,1,404
41.847916,0.084375,67,48,0,1,405
41.997917,0.08020833,66,47,0,1,406
42.125,0.077083334,67,37,0,1,407
42.26875,0.30625,59,28,0,1,408
42.270832,0.039583333,74,59,0,1,409
42.410416,0.084375,67,35,0,1,410
42.534374,0.321875,74,65,0,1,411
42.558334,0.13125,66,39,0,1,412
42.708332,0.11666667,67,31,0,1,413
42.85,0.28333333,76,69,0,1,414
42.877083,0.23645833,60,36,0,1,415
42.995834,0.09375,67,34,0,1,416
43.119793,0.119791664,66,52,0,1,417
43.26979,0.090625,67,45,0,1,418
43.285416,0.134375,78,64,0,1,419
43.409374,0.19375,81,75,0,1,420
43.428123,0.1875,60,40,0,1,421
43.528126,0.088541664,67,41,0,1,422
43.54375,0.153125,79,71,0,1,423
43.64896,0.171875,78,73,0,1,424
43.658333,0.11770833,66,44,0,1,425
43.770832,0.09375,67,44,0,1,426
43.78125,0.11666667,76,69,0,1,427
43.921875,0.123958334,74,64,0,1,428
43.92604,0.1875,59,41,0,1,429
44.04271,0.075,67,34,0,1,430
44.152084,0.110416666,66,51,0,1,431
44.297916,0.065625,67,53,0,1,432
44.44375,0.072916664,55,51,0,1,433
44.472916,0.090625,74,65,0,1,434
44.58229,0.07604167,67,48,0,1,435
44.589584,0.11354167,71,66,0,1,436
44.710415,0.0875,74,70,0,1,437
44.728127,0.09791667,66,51,0,1,438
44.83125,0.109375,71,71,0,1,439
44.853127,0.052083332,67,55,0,1,440
44.971874,0.123958334,76,72,0,1,441
44.997917,0.12916666,60,53,0,1,442
45.134377,0.05625,67,50,0,1,443
45.247917,0.11666667,66,56,0,1,444
45.38125,0.125,78,67,0,1,445
45.402084,0.052083332,67,51,0,1,446
45.505207,0.178125,81,72,0,1,447
45.533333,0.10729167,60,51,0,1,448
45.642708,0.14270833,79,71,0,1,449
45.645832,0.1125,67,49,0,1,450
45.7625,0.14166667,78,74,0,1,451
45.770832,0.10625,66,59,0,1,452
45.891666,0.0875,76,68,0,1,453
45.90625,0.06458333,67,55,0,1,454
46.033333,0.07604167,74,62,0,1,455
46.040627,0.19166666,59,47,0,1,456
46.31354,0.17604166,83,71,0,1,457
46.440624,0.15104167,81,70,0,1,458
46.559376,0.12291667,79,75,0,1,459
46.68125,0.08645833,78,77,0,1,460
46.808334,0.077083334,76,74,0,1,461
46.829166,0.20520833,68,49,0,1,462
46.9375,0.053125,74,72,0,1,463
47.040627,0.0625,72,73,0,1,464
47.06875,0.13541667,69,59,0,1,465
47.10625,0.084375,74,73,0,1,466
47.19375,0.039583333,72,73,0,1,467
47.346874,0.16875,81,78,0,1,468
47.48021,0.13645834,79,71,0,1,469
47.59375,0.123958334,78,73,0,1,470
47.721874,0.060416665,76,70,0,1,471
47.853127,0.07083333,74,73,0,1,472
47.864582,0.23854166,66,56,0,1,473
47.983334,0.05,72,76,0,1,474
48.095833,0.05625,71,74,0,1,475
48.11354,0.18541667,67,61,0,1,476
48.147915,0.09583333,72,74,0,1,477
48.239582,0.046875,71,71,0,1,478
48.385418,0.15729167,79,76,0,1,479
48.505207,0.18125,78,76,0,1,480
48.641666,0.12291667,76,71,0,1,481
48.767708,0.08541667,74,74,0,1,482
48.9,0.067708336,72,70,0,1,483
48.904167,0.16041666,64,55,0,1,484
49.01875,0.06875,71,74,0,1,485
49.121876,0.07604167,69,72,0,1,486
49.14896,0.30729166,60,60,0,1,487
49.19375,0.09375,71,75,0,1,488
49.289585,0.06458333,69,70,0,1,489
49.420834,0.14791666,76,78,0,1,490
49.541668,0.15104167,74,72,0,1,491
49.66771,0.123958334,72,76,0,1,492
49.789585,0.063541666,71,76,0,1,493
49.921875,0.07083333,69,78,0,1,494
49.93854,0.22395833,61,61,0,1,495
50.041668,0.09166667,67,78,0,1,496
50.153126,0.1375,62,66,0,1,497
50.15521,0.029166667,66,76,0,1,498
50.30625,0.05625,74,79,0,1,499
50.441666,0.17708333,83,82,0,1,500
50.570835,0.14791666,81,81,0,1,501
50.69479,0.067708336,79,81,0,1,502
50.808334,0.07604167,78,81,0,1,503
50.939583,0.065625,76,81,0,1,504
50.9875,0.228125,68,48,0,1,505
51.07396,0.0375,74,82,0,1,506
51.190624,0.063541666,74,94,0,1,507
51.215626,0.16979167,69,64,0,1,508
51.32396,0.05,73,78,0,1,509
51.451042,0.060416665,81,79,0,1,510
51.596874,0.03125,79,69,0,1,511
51.725,0.0375,78,67,0,1,512
51.84479,0.034375,76,73,0,1,513
51.9625,0.04375,74,74,0,1,514
51.963543,0.2375,66,62,0,1,515
52.076042,0.052083332,72,86,0,1,516
52.209373,0.065625,72,90,0,1,517
52.228127,0.25625,67,58,0,1,518
52.348957,0.052083332,71,73,0,1,519
52.472916,0.15,79,75,0,1,520
52.604168,0.16458334,78,73,0,1,521
52.728127,0.128125,76,70,0,1,522
52.8625,0.072916664,74,76,0,1,523
52.95,0.061458334,64,49,0,1,524
52.990623,0.06979167,72,71,0,1,525
53.115623,0.075,71,70,0,1,526
53.26875,0.5416667,69,62,0,1,527
53.296875,0.67291665,60,34,0,1,528
53.471874,0.063541666,67,40,0,1,529
53.60104,0.06666667,66,47,0,1,530
53.74271,0.060416665,67,52,0,1,531
53.879166,0.05625,71,68,0,1,532
53.902084,0.39895833,62,49,0,1,533
53.978127,0.044791665,72,61,0,1,534
54.05104,0.078125,67,53,0,1,535
54.064583,0.060416665,71,66,0,1,536
54.134377,0.065625,72,66,0,1,537
54.196877,0.15104167,66,51,0,1,538
54.208332,0.08645833,71,62,0,1,539
54.28854,0.06979167,72,66,0,1,540
54.34479,0.2125,67,52,0,1,541
54.35625,0.083333336,71,46,0,1,542
54.44479,0.055208333,69,65,0,1,543
54.51875,0.094791666,71,51,0,1,544
54.619793,0.21666667,64,41,0,1,545
54.633335,0.8625,72,62,0,1,546
54.85,0.06875,67,33,0,1,547
54.978127,0.14166667,66,42,0,1,548
55.098957,0.078125,67,39,0,1,549
55.220833,0.1875,62,54,0,1,550
55.357292,0.072916664,67,45,0,1,551
55.48021,0.159375,66,49,0,1,552
55.4875,0.22083333,71,63,0,1,553
55.610416,0.065625,67,47,0,1,554
55.7375,0.041666668,69,67,0,1,555
55.739582,0.18333334,60,56,0,1,556
55.866665,0.05,67,57,0,1,557
55.98021,0.09375,68,66,0,1,558
55.99896,0.14895834,66,66,0,1,559
56.004166,0.24479167,69,69,0,1,560
56.122917,0.06666667,67,57,0,1,561
56.25,0.06666667,71,74,0,1,562
56.260418,0.10625,62,54,0,1,563
56.36354,0.08645833,67,59,0,1,564
56.49896,0.05,70,62,0,1,565
56.50104,0.065625,71,80,0,1,566
56.5125,0.14375,66,64,0,1,567
56.629166,0.109375,67,59,0,1,568
56.77396,0.05625,71,84,0,1,569
56.78021,0.1375,64,59,0,1,570
56.88646,0.13125,74,78,0,1,571
56.908333,0.096875,67,58,0,1,572
57.014584,0.59166664,72,80,0,1,573
57.035416,0.11354167,66,58,0,1,574
57.165627,0.104166664,67,47,0,1,575
57.295834,0.115625,62,46,0,1,576
57.422916,0.060416665,67,51,0,1,577
57.55104,0.051041666,71,66,0,1,578
57.56354,0.125,66,52,0,1,579
57.69896,0.040625,67,55,0,1,580
57.83229,0.054166667,68,47,0,1,581
57.835415,0.9447917,69,57,0,1,582
58.121876,0.18541667,60,42,0,1,583
58.128124,0.28020832,64,34,0,1,584
58.396873,0.36145833,59,45,0,1,585
58.396873,0.25208333,63,42,0,1,586
58.68125,0.21145834,64,42,0,1,587
58.683334,0.184375,60,42,0,1,588
58.933334,0.047916666,71,80,0,1,589
59.027084,0.953125,72,84,0,1,590
59.208332,0.25416666,64,53,0,1,591
59.210415,0.19895834,60,51,0,1,592
59.472916,0.228125,63,51,0,1,593
59.49271,0.140625,59,42,0,1,594
59.634377,0.20416667,59,3,0,1,595
59.765625,0.13125,64,47,0,1,596
59.76875,0.09375,60,48,0,1,597
60.01875,0.05625,75,57,0,1,598
60.026043,0.6625,76,63,0,1,599
60.30625,0.20208333,60,39,0,1,601
60.30625,0.24270834,64,40,0,1,600
60.553123,0.23020834,59,50,0,1,602
60.591667,0.18958333,63,36,0,1,603
60.829166,0.042708334,64,53,0,1,604
60.85,0.05625,60,27,0,1,605
61.084373,0.030208332,68,76,0,1,606
61.084373,0.029166667,69,78,0,1,607
61.352085,0.03125,71,69,0,1,608
61.354168,0.035416666,72,75,0,1,609
61.61354,0.044791665,76,62,0,1,610
61.61875,0.046875,75,46,0,1,611
61.895832,0.057291668,81,65,0,1,612
61.904167,0.041666668,80,54,0,1,613
62.146873,0.035416666,84,63,0,1,614
62.15625,0.039583333,83,56,0,1,615
62.4,0.058333334,81,73,0,1,616
62.411457,0.0375,80,57,0,1,617
62.670834,0.05,75,59,0,1,618
62.675,0.038541667,76,58,0,1,619
62.95,0.035416666,71,62,0,1,621
62.95,0.038541667,72,69,0,1,620
63.19479,0.055208333,71,75,0,1,622
63.21875,0.057291668,50,54,0,1,623
63.25729,0.08125,72,69,0,1,624
63.334373,0.88645834,74,76,0,1,625
63.35625,0.045833334,59,50,0,1,626
63.473957,0.058333334,55,54,0,1,627
63.58125,0.05625,59,52,0,1,628
63.753124,0.11354167,50,52,0,1,629
63.760418,0.14791666,72,65,0,1,630
63.869793,0.13229166,71,70,0,1,631
63.879166,0.063541666,59,52,0,1,632
64.0,0.09375,69,71,0,1,633
64.01875,0.059375,55,50,0,1,634
64.129166,0.17291667,67,67,0,1,635
64.13646,0.090625,59,53,0,1,636
64.31042,0.090625,50,45,0,1,637
64.342705,0.067708336,69,59,0,1,638
64.46562,0.038541667,71,54,0,1,639
64.48646,0.045833334,60,37,0,1,640
64.552086,0.048958335,69,63,0,1,641
64.60625,0.06458333,54,42,0,1,642
64.63646,0.05,71,58,0,1,643
64.714584,0.046875,60,39,0,1,644
64.71562,0.052083332,69,64,0,1,645
64.79583,0.048958335,71,62,0,1,646
64.85208,0.11875,50,50,0,1,647
64.873955,0.041666668,69,65,0,1,648
64.96354,0.058333334,60,41,0,1,649
64.96354,0.039583333,71,56,0,1,650
65.030205,0.046875,69,63,0,1,651
65.06979,0.051041666,54,53,0,1,652
65.083336,0.075,71,73,0,1,653
65.17812,0.054166667,69,67,0,1,654
65.19479,0.06979167,60,53,0,1,655
65.25833,0.058333334,67,54,0,1,656
65.333336,0.05,69,61,0,1,657
65.41563,0.23125,55,44,0,1,658
65.44063,0.13958333,67,64,0,1,659
65.56458,0.045833334,62,54,0,1,660
65.697914,0.042708334,59,55,0,1,661
65.71042,0.034375,79,62,0,1,662
65.813545,0.05,62,49,0,1,663
65.839584,0.042708334,79,68,0,1,664
65.96146,0.044791665,55,51,0,1,665
65.98333,0.109375,79,77,0,1,666
66.10521,0.11875,74,67,0,1,667
66.23646,0.06666667,71,70,0,1,668
66.37813,0.05,67,58,0,1,669
66.48333,0.034375,69,71,0,1,670
66.48646,0.26145834,54,56,0,1,671
66.63125,0.045833334,62,57,0,1,672
66.75729,0.060416665,81,79,0,1,673
66.76354,0.047916666,57,57,0,1,674
66.88854,0.044791665,81,74,0,1,675
66.89167,0.039583333,62,58,0,1,676
67.01771,0.16875,81,89,0,1,677
67.02396,0.063541666,54,66,0,1,678
67.14167,0.119791664,78,76,0,1,679
67.27292,0.047916666,74,74,0,1,680
67.4,0.075,69,70,0,1,681
67.52292,0.032291666,71,69,0,1,682
67.52917,0.15520833,55,64,0,1,683
67.64687,0.052083332,62,64,0,1,684
67.76667,0.07604167,83,84,0,1,685
67.78438,0.040625,59,63,0,1,686
67.910416,0.0375,83,72,0,1,687
67.91875,0.039583333,62,63,0,1,688
68.035416,0.15625,83,87,0,1,689
68.04896,0.046875,55,65,0,1,690
68.15833,0.09166667,79,79,0,1,691
68.29896,0.040625,74,72,0,1,692
68.425,0.0625,71,69,0,1,693
68.54792,0.22916667,52,64,0,1,694
68.55521,0.078125,75,77,0,1,695
68.56458,0.10729167,57,59,0,1,696
68.57083,0.083333336,48,54,0,1,697
68.69271,0.08020833,76,75,0,1,698
68.81458,0.0625,72,75,0,1,699
68.94063,0.05,69,70,0,1,700
69.07188,0.06875,71,85,0,1,701
69.075,0.08020833,57,68,0,1,702
69.07604,0.045833334,60,66,0,1,703
69.07917,0.5,50,66,0,1,704
69.2125,0.115625,72,82,0,1,705
69.31979,0.0875,69,71,0,1,706
69.44688,0.057291668,66,73,0,1,707
69.57083,0.039583333,59,69,0,1,708
69.57604,0.06458333,67,75,0,1,709
69.58125,0.041666668,55,69,0,1,710
69.71875,0.11770833,78,80,0,1,711
69.842705,0.14583333,79,88,0,1,712
69.97813,0.08958333,78,84,0,1,713
70.083336,0.060416665,43,67,0,1,714
70.10625,0.104166664,79,90,0,1,715
70.21562,0.071875,55,69,0,1,716
70.22708,0.077083334,74,76,0,1,717
70.36354,0.047916666,54,65,0,1,718
70.364586,0.041666668,71,71,0,1,719
70.4875,0.046875,67,78,0,1,720
70.49479,0.036458332,55,69,0,1,721
70.626045,0.039583333,54,73,0,1,722
70.62708,0.0375,69,78,0,1,723
70.76354,0.098958336,80,81,0,1,724
70.88438,0.134375,81,91,0,1,725
71.015625,0.083333336,80,82,0,1,726
71.13438,0.063541666,42,70,0,1,727
71.13854,0.0875,81,91,0,1,728
71.27604,0.0875,54,61,0,1,730
71.27604,0.1,78,81,0,1,729
71.39271,0.07395833,52,64,0,1,731
71.40417,0.063541666,74,81,0,1,732
71.52187,0.045833334,54,64,0,1,733
71.535416,0.065625,69,76,0,1,734
71.652084,0.035416666,55,64,0,1,735
71.666664,0.032291666,71,67,0,1,736
71.81458,0.125,82,77,0,1,737
71.92083,0.16666667,83,86,0,1,738
72.0625,0.08645833,82,87,0,1,739
72.18125,0.08020833,83,85,0,1,740
72.18437,0.047916666,43,66,0,1,741
