idx,matchtype,partid,ppartid
723,0,n715,715
724,0,n716,716
725,0,n717,717
726,0,n718,718
727,0,n719,719
728,0,n721,721
729,0,n720,720
730,0,n722,722
731,0,n723,723
732,0,n724,724
733,0,n725,725
734,0,n726,726
735,0,n727,727
736,0,n728,728
737,0,n730,730
738,0,n729,729
739,0,n731,731
740,0,n732,732
741,0,n733,733
742,0,n734,734
743,0,n735,735
744,0,n736,736
745,0,n737,737
746,0,n738,738
747,0,n739,739
748,0,n741,741
749,0,n740,740
750,0,n742,742
751,0,n743,743
752,0,n744,744
753,0,n745,745
754,0,n746,746
755,0,n747,747
756,0,n748,748
757,0,n749,749
758,0,n750,750
759,0,n750,756
760,0,n751,751
761,0,n752,752
762,1,n753,undefined
763,0,n754,754
764,0,n755,755
765,1,n756,undefined
766,0,n758,758
767,0,n757,757
768,1,n759,undefined
769,0,n760,760
770,0,n761,761
771,0,n764,764
772,0,n763,763
773,0,n762,762
774,0,n765,765
775,0,n766,766
776,0,n767,767
777,0,n768,768
778,0,n769,769
779,0,n770,770
780,0,n771,771
781,0,n772,772
782,0,n773,773
783,0,n774,774
784,0,n775,775
785,0,n776,776
786,0,n777,777
787,0,n778,778
788,0,n779,779
789,0,n780,780
790,0,n782,782
791,0,n781,781
792,0,n783,783
793,0,n784,784
794,1,n785,undefined
795,0,n786,786
796,0,n787,785
797,0,n787,787
798,0,n789,789
799,0,n788,788
800,0,n788,792
801,0,n790,790
802,0,n791,791
803,0,n793,793
804,0,n794,794
805,0,n794,796
806,0,n795,795
807,0,n797,797
808,1,n796,undefined
809,0,n798,798
810,0,n799,799
811,0,n800,800
812,1,n801,undefined
813,1,n802,undefined
814,0,n803,801
815,0,n804,802
816,0,n804,804
817,0,n804,806
818,0,n807,807
819,1,n806,undefined
820,0,n805,805
821,0,n808,808
822,0,n809,809
823,0,n810,810
824,0,n811,811
825,0,n812,812
826,0,n813,813
827,0,n814,814
828,0,n815,815
829,0,n816,816
830,0,n817,817
831,0,n818,818
832,0,n819,819
833,0,n820,820
834,0,n821,821
835,0,n822,822
836,0,n823,823
837,0,n826,826
838,0,n824,824
839,0,n825,825
840,0,n827,827
841,0,n828,828
842,0,n829,829
843,0,n830,830
844,0,n831,831
845,0,n832,832
846,0,n833,833
847,0,n834,834
848,0,n835,835
849,0,n836,836
850,0,n837,837
851,0,n838,838
852,0,n839,839
853,0,n840,840
854,0,n841,841
855,0,n844,846
856,0,n846,844
857,0,n842,842
858,0,n843,843
859,0,n845,845
860,0,n847,847
861,0,n848,848
862,0,n849,849
863,0,n850,850
864,0,n851,851
865,0,n851,853
866,0,n852,852
867,0,n852,854
868,0,n852,857
869,0,n855,855
870,0,n856,856
871,1,n857,undefined
872,0,n858,858
873,0,n860,860
874,0,n859,859
875,0,n861,861
876,0,n862,862
877,0,n863,863
878,0,n864,864
879,0,n866,866
880,0,n865,865
881,0,n867,867
882,0,n868,868
883,0,n869,869
884,0,n870,870
885,0,n871,871
886,0,n872,872
887,0,n874,873
888,0,n875,874
889,0,n876,875
890,0,n877,876
891,0,n878,877
892,0,n879,878
893,0,n880,879
894,0,n881,880
895,0,n882,881
896,0,n883,882
897,0,n888,888
898,0,n889,887
899,0,n884,883
900,0,n885,884
901,0,n886,885
902,0,n887,886
903,0,n890,889
904,0,n891,890
905,0,n892,891
906,0,n893,892
907,0,n893,894
908,0,n894,893
909,0,n894,895
910,0,n897,896
911,0,n899,898
912,0,n898,897
913,0,n900,899
914,0,n902,901
915,0,n901,900
916,0,n903,902
917,0,n905,903
918,0,n904,904
919,0,n906,905
920,0,n907,906
921,0,n908,907
922,0,n909,908
923,0,n910,910
924,0,n912,911
925,0,n911,909
926,0,n913,912
927,0,n914,913
928,0,n916,915
929,0,n915,914
930,0,n917,916
931,0,n919,918
932,0,n918,917
933,0,n920,919
934,0,n922,921
935,0,n921,920
936,0,n923,922
937,0,n924,923
938,0,n925,924
939,0,n927,925
940,0,n926,926
941,0,n928,927
942,0,n928,929
943,0,n929,928
944,0,n930,931
945,0,n931,930
946,1,n932,undefined
947,0,n934,933
948,0,n935,934
949,0,n933,932
950,0,n937,936
951,0,n936,935
952,0,n939,938
953,0,n938,937
954,0,n940,939
955,0,n942,941
956,0,n941,940
957,0,n943,942
958,0,n945,944
959,0,n944,943
960,0,n946,945
961,0,n947,946
962,0,n948,947
963,0,n950,949
964,0,n949,948
965,0,n951,950
966,0,n952,951
967,0,n953,952
968,0,n954,953
969,0,n955,954
970,0,n957,956
971,0,n958,955
972,0,n958,957
973,0,n958,960
974,0,n959,959
975,0,n962,961
976,0,n963,962
977,0,n964,963
978,0,n965,965
979,0,n966,964
980,0,n967,966
981,0,n969,968
982,0,n968,967
983,0,n970,969
984,0,n971,970
985,0,n972,971
986,0,n974,973
987,0,n973,972
988,0,n975,974
989,0,n976,975
990,0,n977,976
991,0,n979,978
992,0,n978,977
993,0,n980,979
994,0,n982,981
995,0,n981,980
996,0,n983,982
997,0,n984,983
998,0,n986,985
999,0,n985,984
1000,0,n988,987
1001,0,n987,986
1002,0,n990,988
1003,0,n989,989
1004,0,n992,990
1005,0,n991,991
1006,0,n994,993
1007,0,n993,992
1008,0,n995,994
1009,0,n996,995
1010,0,n997,996
1011,0,n997,999
1012,0,n999,998
1013,0,n998,997
1014,0,n1000,1001
1015,0,n1001,1000
1016,1,n1002,undefined
1017,0,n1003,1002
1018,0,n1004,1003
1019,0,n1005,1004
1020,0,n1006,1005
1021,0,n1007,1006
1022,0,n1008,1007
1023,0,n1009,1008
1024,0,n1010,1009
1025,0,n1011,1010
1026,0,n1012,1011
1027,0,n1013,1012
1028,0,n1014,1013
1029,0,n1015,1014
1030,0,n1016,1015
1031,0,n1017,1016
1032,0,n1018,1017
1033,0,n1018,1018
1034,1,n1019,undefined
1035,0,n1020,1019
1036,0,n1022,1022
1037,0,n1021,1020
1038,0,n1023,1021
1039,0,n1024,1023
1040,0,n1024,1025
1041,0,n1027,1026
1042,0,n1027,1028
1043,0,n1025,1024
1044,1,n1026,undefined
1045,0,n1028,1027
1046,1,n1030,undefined
1047,0,n1031,1030
1048,0,n1031,1034
1049,0,n1029,1029
1050,0,n1032,1031
1051,0,n1032,1032
1052,0,n1035,1033
1053,1,n1034,undefined
1054,1,n1033,undefined
1055,0,n1038,1036
1056,0,n1037,1037
1057,0,n1036,1035
1058,0,n1039,1038
1059,0,n1040,1039
1060,0,n1041,1040
1061,0,n1042,1041
1062,1,n1043,undefined
1063,0,n1044,1043
1064,0,n1045,1044
1065,0,n1046,1045
1066,0,n1047,1046
1067,0,n1048,1047
1068,0,n1049,1048
1069,0,n1050,1049
1070,0,n1051,1050
1071,0,n1052,1051
1072,0,n1053,1052
1073,0,n1054,1053
1074,0,n1054,1054
1075,1,n1055,undefined
1076,0,n1056,1055
1077,0,n1059,1058
1078,0,n1059,1062
1079,0,n1058,1057
1080,0,n1057,1056
1081,0,n1060,1059
1082,0,n1060,1060
1083,0,n1063,1066
1084,0,n1062,1061
1085,1,n1061,undefined
1086,0,n1064,1063
1087,1,n1066,undefined
1088,0,n1067,1065
1089,0,n1065,1064
1090,0,n1068,1067
1091,0,n1070,1069
1092,0,n1070,1071
1093,0,n1069,1068
1094,0,n1071,1070
1095,1,n1072,undefined
1096,0,n1073,1072
1097,0,n1074,1073
1098,0,n1076,1074
1099,0,n1078,1077
1100,0,n1077,1076
1101,0,n1075,1075
1102,0,n1079,1078
1103,1,n1080,undefined
1104,1,n1081,undefined
1105,0,n1082,1081
1106,0,n1084,1083
1107,0,n1084,1084
1108,0,n1083,1082
1109,0,n1085,1085
1110,1,n1086,undefined
1111,0,n1088,1086
1112,0,n1087,1087
1113,0,n1087,1089
1114,0,n1087,1091
1115,0,n1093,1093
1116,0,n1095,1094
1117,0,n1094,1092
1118,0,n1096,1095
1119,0,n1097,1096
1120,0,n1098,1097
1121,0,n1100,1101
1122,0,n1102,1100
1123,0,n1101,1099
1124,0,n1099,1098
1125,0,n1103,1102
1126,0,n1105,1103
1127,0,n1106,1104
1128,0,n1107,1105
1129,0,n1109,1107
1130,0,n1109,1109
1131,0,n1108,1106
1132,0,n1111,1108
1133,1,n1110,undefined
1134,0,n1113,1111
1135,0,n1112,1110
1136,0,n1112,1113
1137,0,n1117,1115
1138,0,n1116,1114
1139,0,n1116,1117
1140,0,n1120,1118
1141,0,n1121,1119
1142,0,n1122,1120
1143,0,n1123,1121
1144,0,n1125,1123
1145,0,n1124,1122
1146,0,n1128,1126
1147,0,n1129,1127
1148,0,n1130,1125
1149,0,n1130,1128
1150,0,n1131,1129
1151,0,n1133,1131
1152,0,n1132,1130
1153,0,n1136,1134
1154,0,n1137,1135
1155,0,n1138,1133
1156,0,n1138,1136
1157,0,n1139,1137
1158,0,n1139,1140
1159,0,n1141,1139
1160,0,n1140,1141
1161,0,n1144,1142
1162,0,n1145,1144
1163,0,n1146,1143
1164,0,n1147,1145
1165,0,n1148,1146
1166,0,n1149,1147
1167,0,n1150,1148
1168,0,n1151,1149
1169,0,n1152,1150
1170,0,n1153,1151
1171,0,n1154,1152
1172,0,n1157,1153
1173,0,n1155,1155
1174,0,n1156,1154
1175,0,n1158,1156
1176,0,n1160,1159
1177,0,n1161,1158
1178,0,n1159,1157
1179,0,n1159,1161
1180,0,n1164,1163
1181,0,n1165,1162
1182,0,n1166,1164
1183,0,n1167,1165
1184,0,n1168,1166
1185,0,n1169,1167
1186,0,n1169,1169
1187,0,n1170,1168
1188,1,n1171,undefined
1189,0,n1172,1170
1190,0,n1173,1171
1191,0,n1174,1172
1192,0,n1175,1173
1193,0,n1176,1174
1194,0,n1177,1175
1195,0,n1178,1176
1196,0,n1179,1177
1197,0,n1180,1178
1198,0,n1181,1179
1199,0,n1182,1180
1200,0,n1183,1181
1201,0,n1184,1182
1202,0,n1185,1183
1203,0,n1186,1184
1204,0,n1189,1186
1205,0,n1188,1187
1206,0,n1187,1185
1207,0,n1190,1188
1208,0,n1193,1189
1209,0,n1192,1191
1210,0,n1191,1190
1211,0,n1194,1192
1212,0,n1195,1193
1213,0,n1196,1194
1214,0,n1197,1195
1215,0,n1198,1196
1216,0,n1198,1198
1217,1,n1199,undefined
1218,0,n1200,1200
1219,1,n1201,undefined
1220,1,n1202,undefined
1221,1,n1203,undefined
1222,0,n1204,1202
1223,0,n1204,1204
1224,0,n1205,1203
1225,1,n1206,undefined
1226,0,n1207,1205
1227,0,n1208,1206
1228,0,n1209,1207
1229,0,n1210,1208
1230,0,n1211,1209
1231,0,n1212,1210
1232,0,n1213,1211
1233,0,n1214,1212
1234,0,n1215,1213
1235,0,n1216,1214
1236,0,n1217,1215
1237,0,n1218,1216
1238,0,n1219,1217
1239,0,n1220,1218
1240,0,n1221,1219
1241,0,n1224,1222
1242,0,n1223,1221
1243,0,n1222,1220
1244,0,n1225,1223
1245,0,n1227,1225
1246,0,n1226,1224
1247,0,n1228,1226
1248,0,n1229,1227
1249,0,n1230,1228
1250,0,n1231,1230
1251,0,n1232,1229
1252,0,n1232,1232
1253,0,n1233,1231
1254,0,n1235,1233
1255,1,n1234,undefined
1256,0,n1236,1234
1257,0,n1238,1236
1258,0,n1237,1235
1259,0,n1239,1237
1260,0,n1240,1238
1261,0,n1241,1239
1262,0,n1242,1240
1263,0,n1244,1242
1264,0,n1243,1241
1265,0,n1245,1244
1266,0,n1246,1243
1267,0,n1248,1246
1268,0,n1247,1245
1269,0,n1249,1248
1270,0,n1250,1247
1271,0,n1252,1250
1272,0,n1251,1249
1273,0,n1253,1251
1274,0,n1254,1252
1275,0,n1255,1253
1276,0,n1256,1255
1277,0,n1257,1254
1278,0,n1258,1256
1279,0,n1259,1257
1280,0,n1261,1259
1281,0,n1260,1258
1282,0,n1263,1261
1283,0,n1262,1260
1284,0,n1265,1263
1285,0,n1264,1262
1286,0,n1266,1264
1287,0,n1267,1265
1288,0,n1269,1267
1289,0,n1268,1266
1290,0,n1271,1269
1291,0,n1270,1268
1292,0,n1273,1271
1293,0,n1272,1270
1294,0,n1275,1273
1295,0,n1274,1272
1296,0,n1277,1275
1297,0,n1276,1274
1298,0,n1279,1277
1299,0,n1278,1276
1300,0,n1280,1278
1301,0,n1281,1279
1302,0,n1282,1280
1303,0,n1283,1281
1304,0,n1285,1283
1305,0,n1284,1282
1306,0,n1286,1284
1307,0,n1288,1286
1308,0,n1287,1285
1309,0,n1287,1288
1310,0,n1291,1289
1311,0,n1292,1290
1312,0,n1293,1291
1313,0,n1294,1292
1314,0,n1296,1294
1315,0,n1295,1293
1316,0,n1297,1295
1317,0,n1297,1298
1318,0,n1299,1297
1319,0,n1298,1296
1320,0,n1298,1299
1321,0,n1302,1300
1322,0,n1303,1301
1323,0,n1304,1302
1324,0,n1305,1303
1325,0,n1307,1305
1326,0,n1306,1304
1327,0,n1308,1306
1328,0,n1308,1309
1329,0,n1310,1308
1330,0,n1309,1307
1331,0,n1309,1310
1332,0,n1313,1311
1333,0,n1314,1312
1334,0,n1315,1313
1335,0,n1316,1314
1336,0,n1318,1315
1337,0,n1317,1316
1338,0,n1319,1317
1339,0,n1320,1319
1340,0,n1321,1318
1341,0,n1322,1320
1342,0,n1323,1321
1343,0,n1324,1322
1344,0,n1325,1323
1345,0,n1326,1324
1346,0,n1328,1326
1347,0,n1327,1325
1348,0,n1329,1327
1349,0,n1329,1328
1350,0,n1331,1329
1351,1,n1330,undefined
1352,0,n1332,1330
1353,0,n1333,1331
1354,0,n1334,1332
1355,0,n1335,1333
1356,0,n1336,1334
1357,0,n1338,1336
1358,0,n1337,1335
1359,0,n1339,1337
1360,0,n1339,1338
1361,0,n1341,1339
1362,1,n1340,undefined
1363,0,n1342,1340
1364,0,n1343,1341
1365,0,n1344,1342
1366,0,n1345,1343
1367,0,n1346,1344
1368,0,n1347,1346
1369,0,n1348,1345
1370,0,n1349,1347
1371,0,n1351,1349
1372,0,n1350,1348
1373,0,n1352,1350
1374,0,n1353,1351
1375,0,n1354,1352
1376,0,n1356,1354
1377,0,n1357,1353
1378,0,n1357,1356
1379,0,n1357,1359
1380,0,n1357,1362
1381,0,n1358,1357
1382,0,n1361,1360
1383,0,n1364,1363
1384,0,n1361,1364
1385,0,n1364,1365
1386,0,n1368,1367
1387,0,n1369,1366
1388,0,n1370,1368
1389,0,n1371,1369
1390,0,n1372,1370
1391,0,n1373,1371
1392,0,n1374,1372
1393,0,n1375,1374
1394,0,n1376,1373
1395,0,n1377,1375
1396,0,n1379,1377
1397,0,n1378,1376
1398,0,n1378,1380
1399,0,n1380,1378
1400,0,n1382,1381
1401,0,n1381,1379
1402,1,n1383,undefined
1403,0,n1384,1382
1404,0,n1386,1383
1405,0,n1385,1384
1406,0,n1385,1387
1407,0,n1387,1385
1408,0,n1390,1388
1409,0,n1388,1386
1410,0,n1389,1390
1411,0,n1391,1389
1412,0,n1393,1391
1413,1,n1392,undefined
1414,0,n1395,1393
1415,0,n1394,1392
1416,0,n1397,1395
1417,0,n1396,1394
1418,0,n1398,1396
1419,0,n1399,1397
1420,0,n1400,1398
1421,0,n1402,1400
1422,0,n1401,1399
1423,0,n1403,1401
1424,0,n1404,1402
1425,0,n1405,1403
1426,0,n1406,1405
1427,0,n1407,1404
1428,0,n1408,1407
1429,0,n1409,1406
1430,0,n1411,1408
1431,0,n1410,1409
1432,0,n1411,1410
1433,0,n1413,1411
1434,0,n1415,1413
1435,0,n1414,1412
1436,0,n1417,1415
1437,0,n1416,1414
1438,0,n1420,1417
1439,0,n1419,1416
1440,0,n1421,1418
1441,0,n1422,1419
1442,0,n1424,1421
1443,0,n1423,1420
1444,0,n1425,1423
1445,0,n1426,1422
1446,0,n1428,1424
1447,0,n1427,1425
1448,0,n1429,1427
1449,0,n1430,1426
1450,0,n1431,1428
1451,0,n1432,1429
1452,0,n1434,1431
1453,0,n1433,1430
1454,0,n1436,1433
1455,0,n1435,1432
1456,0,n1438,1434
1457,0,n1437,1435
1458,0,n1440,1437
1459,0,n1439,1436
1460,0,n1441,1438
1461,0,n1442,1439
1462,0,n1444,1441
1463,0,n1443,1440
1464,0,n1446,1443
1465,0,n1445,1442
1466,0,n1447,1444
1467,0,n1448,1445
1468,0,n1449,1446
1469,0,n1449,1448
1470,0,n1450,1447
1471,1,n1451,undefined
1472,0,n1452,1449
1473,0,n1453,1450
1474,0,n1455,1452
1475,0,n1454,1451
1476,0,n1457,1454
1477,0,n1456,1453
1478,0,n1459,1456
1479,0,n1458,1455
1480,0,n1460,1457
1481,0,n1461,1458
1482,0,n1461,1461
1483,0,n1461,1464
1484,0,n1461,1467
1485,0,n1461,1471
1486,0,n1461,1474
1487,0,n1461,1477
1488,0,n1463,1460
1489,0,n1463,1465
1490,0,n1465,1462
1491,1,n1467,undefined
1492,0,n1470,1468
1493,0,n1472,1470
1494,0,n1472,1476
1495,1,n1475,undefined
1496,1,n1478,undefined
1497,0,n1481,1479
1498,0,n1482,1478
1499,0,n1483,1480
1500,0,n1484,1482
1501,0,n1485,1481
1502,0,n1485,1484
1503,0,n1486,1483
1504,0,n1487,1485
1505,0,n1488,1486
1506,1,n1489,undefined
1507,0,n1490,1487
1508,0,n1491,1488
1509,0,n1492,1489
1510,0,n1494,1490
1511,0,n1493,1491
1512,0,n1495,1492
1513,0,n1497,1493
1514,0,n1496,1494
1515,0,n1496,1496
1516,0,n1499,1495
1517,0,n1498,1498
1518,0,n1501,1497
1519,1,n1500,undefined
1520,0,n1502,1499
1521,0,n1503,1500
1522,0,n1504,1501
1523,0,n1506,1502
1524,0,n1505,1503
1525,0,n1507,1504
1526,0,n1509,1506
1527,0,n1508,1505
1528,0,n1508,1508
1529,0,n1508,1509
1530,0,n1511,1507
1531,1,n1510,undefined
1532,0,n1513,1510
1533,1,n1512,undefined
1534,0,n1514,1511
1535,0,n1515,1512
1536,0,n1516,1513
1537,0,n1520,1515
1538,0,n1517,1517
1539,0,n1517,1519
1540,0,n1519,1516
1541,0,n1519,1525
1542,0,n1518,1514
1543,0,n1521,1518
1544,0,n1522,1520
1545,0,n1523,1521
1546,0,n1527,1522
1547,0,n1527,1527
1548,1,n1525,undefined
1549,0,n1526,1523
1550,0,n1524,1524
1551,0,n1528,1526
1552,0,n1529,1528
1553,0,n1530,1529
1554,0,n1533,1532
1555,0,n1531,1530
1556,0,n1532,1531
1557,0,n1534,1533
1558,0,n1535,1534
1559,0,n1536,1535
1560,0,n1537,1536
1561,0,n1538,1537
1562,0,n1539,1538
1563,0,n1540,1539
1564,0,n1541,1541
1565,0,n1542,1540
1566,0,n1544,1543
1567,0,n1543,1542
1568,0,n1545,1545
1569,0,n1546,1544
1570,0,n1547,1546
1571,0,n1548,1547
1572,0,n1549,1548
1573,0,n1550,1549
1574,0,n1551,1550
1575,0,n1553,1551
1576,0,n1552,1552
1577,0,n1554,1553
1578,0,n1555,1554
1579,0,n1556,1555
1580,0,n1557,1556
1581,0,n1558,1557
1582,0,n1559,1558
1583,0,n1560,1559
1584,0,n1561,1560
1585,0,n1562,1561
1586,0,n1564,1563
1587,0,n1563,1562
1588,0,n1565,1565
1589,0,n1566,1564
1590,0,n1567,1567
1591,0,n1568,1566
1592,0,n1569,1568
1593,0,n1570,1569
1594,0,n1571,1570
1595,0,n1572,1571
1596,0,n1573,1572
1597,0,n1573,1578
1598,0,n1574,1573
1599,0,n1575,1574
1600,0,n1576,1575
1601,0,n1577,1576
1602,0,n1578,1577
1603,1,n1579,undefined
1604,0,n1581,1579
1605,0,n1580,1580
1606,0,n1582,1581
1607,0,n1583,1582
1608,0,n1584,1583
1609,0,n1587,1586
1610,0,n1586,1584
1611,0,n1585,1585
1612,0,n1588,1587
1613,0,n1589,1588
1614,0,n1590,1589
1615,0,n1591,1590
1616,0,n1592,1591
1617,0,n1593,1592
1618,0,n1594,1593
1619,0,n1595,1594
1620,0,n1596,1595
1621,0,n1597,1596
1622,0,n1598,1597
1623,0,n1599,1598
1624,0,n1600,1599
1625,0,n1601,1600
1626,0,n1602,1601
1627,0,n1603,1602
1628,0,n1605,1603
1629,0,n1604,1604
1630,0,n1606,1606
1631,0,n1607,1605
1632,1,n1608,undefined
1633,0,n1609,1608
1634,0,n1610,1607
1635,0,n1610,1609
1636,0,n1612,1612
1637,0,n1611,1611
1638,0,n1613,1610
1639,0,n1614,1613
1640,0,n1616,1614
1641,0,n1617,1615
1642,0,n1617,1617
1643,0,n1618,1616
1644,0,n1620,1618
1645,1,n1619,undefined
1646,0,n1621,1619
1647,0,n1622,1620
1648,1,n1623,undefined
1649,0,n1624,1622
1650,0,n1625,1621
1651,0,n1625,1623
1652,0,n1626,1624
1653,0,n1627,1625
1654,0,n1627,1627
1655,0,n1630,1626
1656,1,n1629,undefined
1657,0,n1628,1628
1658,0,n1631,1629
1659,0,n1632,1630
1660,0,n1633,1631
1661,0,n1634,1632
1662,0,n1635,1633
1663,0,n1636,1634
1664,0,n1637,1635
1665,0,n1638,1636
1666,0,n1639,1637
1667,0,n1640,1638
1668,0,n1641,1639
1669,0,n1642,1640
1670,0,n1643,1641
1671,0,n1644,1642
1672,0,n1645,1643
1673,0,n1646,1644
1674,0,n1647,1647
1675,0,n1648,1648
1676,0,n1646,1646
1677,0,n1645,1645
1678,0,n1649,1649
1679,0,n1650,1650
1680,0,n1651,1651
1681,0,n1652,1652
1682,0,n1653,1653
1683,0,n1654,1654
1684,0,n1655,1655
1685,0,n1656,1656
1686,0,n1657,1657
1687,0,n1658,1658
1688,0,n1659,1659
1689,0,n1660,1660
1690,0,n1661,1661
1691,0,n1662,1662
1692,0,n1663,1663
1693,0,n1666,1666
1694,0,n1665,1665
1695,0,n1664,1664
1696,0,n1667,1667
1697,0,n1668,1668
1698,0,n1669,1669
1699,0,n1670,1670
1700,0,n1671,1671
1701,0,n1672,1672
1702,0,n1673,1673
1703,0,n1674,1674
1704,0,n1675,1675
1705,0,n1676,1676
1706,0,n1677,1677
1707,0,n1678,1678
1708,0,n1679,1679
1709,0,n1680,1680
1710,0,n1680,1682
1711,0,n1683,1683
1712,0,n1684,1684
1713,1,n1682,undefined
1714,0,n1681,1681
1715,0,n1685,1685
1716,1,n1686,undefined
1717,1,n1687,undefined
1718,0,n1688,1688
1719,0,n1689,1689
1720,0,n1690,1690
1721,0,n1691,1691
1722,0,n1692,1692
1723,0,n1693,1693
1724,0,n1694,1694
1725,0,n1695,1695
1726,0,n1696,1696
1727,0,n1697,1697
1728,0,n1698,1698
1729,0,n1699,1699
1730,0,n1702,1702
1731,0,n1701,1701
1732,0,n1701,1703
1733,0,n1700,1700
1734,0,n1704,1704
1735,0,n1705,1705
1736,0,n1706,1706
1737,0,n1707,1707
1738,0,n1708,1708
1739,0,n1709,1709
1740,0,n1710,1710
1741,0,n1711,1711
1742,0,n1712,1712
1743,0,n1713,1713
1744,0,n1714,1714
1745,0,n1715,1715
1746,0,n1716,1716
1747,0,n1717,1717
1748,0,n1717,1719
1749,0,n1718,1718
1750,0,n1720,1720
1751,1,n1719,undefined
1752,0,n1721,1721
1753,0,n1722,1722
1754,0,n1723,1723
1755,0,n1724,1724
1756,0,n1725,1725
1757,0,n1726,1726
1758,0,n1727,1727
1759,0,n1728,1728
1760,0,n1729,1729
1761,0,n1730,1730
1762,0,n1731,1731
1763,0,n1732,1732
1764,0,n1733,1733
1765,0,n1734,1734
1766,0,n1735,1735
1767,0,n1738,1738
1768,0,n1737,1737
1769,0,n1739,1739
1770,0,n1736,1736
1771,0,n1740,1740
1772,0,n1741,1741
1773,0,n1742,1742
1774,0,n1743,1743
1775,0,n1744,1744
1776,0,n1745,1745
1777,0,n1746,1746
1778,0,n1747,1747
1779,0,n1748,1748
1780,0,n1749,1749
1781,0,n1750,1750
1782,0,n1751,1751
1783,0,n1752,1752
1784,0,n1753,1753
1785,0,n1756,1756
1786,0,n1755,1755
1787,0,n1754,1754
1788,0,n1757,1757
1789,0,n1758,1758
1790,0,n1759,1759
1791,0,n1760,1760
1792,0,n1761,1761
1793,0,n1763,1763
1794,0,n1762,1762
1795,0,n1764,1764
1796,0,n1766,1766
1797,0,n1765,1765
1798,0,n1767,1767
1799,0,n1768,1768
1800,0,n1769,1769
1801,0,n1770,1770
1802,0,n1771,1771
1803,0,n1772,1772
1804,0,n1774,1774
1805,0,n1773,1773
1806,0,n1773,1777
1807,0,n1776,1776
1808,0,n1778,1778
1809,0,n1779,1779
1810,0,n1780,1780
1811,0,n1781,1781
1812,0,n1782,1782
1813,0,n1783,1783
1814,0,n1784,1784
1815,0,n1786,1786
1816,0,n1785,1785
1817,0,n1787,1787
1818,0,n1789,1789
1819,0,n1788,1788
1820,0,n1790,1790
1821,0,n1791,1791
1822,0,n1792,1792
1823,0,n1793,1793
1824,0,n1794,1794
1825,0,n1795,1795
1826,0,n1797,1797
1827,0,n1796,1796
1828,0,n1796,1800
1829,0,n1799,1799
1830,0,n1802,1802
1831,0,n1801,1801
1832,0,n1803,1803
1833,0,n1804,1804
1834,0,n1805,1805
1835,0,n1806,1806
1836,0,n1807,1807
1837,0,n1807,1810
1838,0,n1809,1809
1839,0,n1808,1808
1840,1,n1810,undefined
1841,0,n1811,1811
1842,0,n1812,1812
1843,0,n1813,1813
1844,0,n1814,1814
1845,0,n1815,1815
1846,0,n1816,1816
1847,0,n1817,1817
1848,0,n1818,1818
1849,0,n1819,1819
1850,0,n1820,1820
1851,0,n1821,1821
1852,0,n1823,1823
1853,0,n1822,1822
1854,0,n1825,1825
1855,0,n1824,1824
1856,0,n1827,1827
1857,0,n1826,1826
1858,0,n1826,1830
1859,0,n1828,1828
1860,0,n1829,1829
1861,0,n1830,1833
1862,0,n1831,1831
1863,0,n1832,1832
1864,1,n1833,undefined
1865,0,n1834,1834
1866,0,n1835,1835
1867,0,n1836,1836
1868,0,n1838,1838
1869,0,n1837,1837
1870,0,n1839,1839
1871,0,n1840,1840
1872,0,n1841,1841
1873,0,n1843,1843
1874,0,n1842,1842
1875,0,n1842,1846
1876,0,n1842,1849
1877,0,n1842,1852
1878,0,n1842,1856
1879,0,n1845,1845
1880,0,n1848,1848
1881,0,n1851,1851
1882,0,n1850,1850
1883,1,n1852,undefined
1884,0,n1853,1853
1885,0,n1854,1854
1886,0,n1855,1855
1887,0,n1857,1857
1888,1,n1856,undefined
1889,0,n1858,1858
1890,0,n1860,1860
1891,0,n1859,1859
1892,0,n1861,1861
1893,0,n1862,1862
1894,0,n1863,1863
1895,0,n1865,1865
1896,0,n1864,1864
1897,0,n1866,1866
1898,0,n1866,1868
1899,0,n1867,1867
1900,1,n1868,undefined
1901,0,n1869,1869
1902,0,n1870,1870
1903,0,n1871,1871
1904,0,n1872,1872
1905,0,n1874,1874
1906,0,n1873,1873
1907,0,n1876,1876
1908,0,n1875,1875
1909,0,n1875,1878
1910,0,n1877,1877
1911,0,n1879,1879
1912,0,n1878,1882
1913,0,n1880,1880
1914,0,n1881,1881
1915,1,n1882,undefined
1916,0,n1883,1883
1917,0,n1884,1884
1918,0,n1885,1885
1919,0,n1887,1887
1920,0,n1886,1886
1921,0,n1888,1888
1922,0,n1889,1889
1923,0,n1890,1890
1924,0,n1892,1892
1925,0,n1891,1891
1926,0,n1891,1895
1927,0,n1891,1898
1928,0,n1891,1901
1929,0,n1891,1906
1930,0,n1894,1894
1931,0,n1897,1897
1932,0,n1900,1900
1933,0,n1899,1899
1934,1,n1901,undefined
1935,0,n1902,1902
1936,0,n1903,1903
1937,0,n1904,1904
1938,0,n1905,1905
1939,1,n1906,undefined
1940,0,n1907,1907
1941,0,n1909,1909
1942,0,n1910,1910
1943,0,n1910,1911
1944,0,n1908,1908
1945,1,n1911,undefined
1946,1,n1912,undefined
1947,1,n1913,undefined
1948,0,n1914,1914
1949,0,n1915,1915
1950,0,n1916,1916
1951,0,n1917,1917
1952,0,n1920,1920
